Overzicht Kandidaatgegevens;;;;;;;;;;;;;
Verkiezing: Tweede Kamer der Staten-Generaal 2021 2021;;;;;;;;;;;;;
;;;;;;;;;;;;;
Kieskring;Lijstnummer;Politieke Groepering;Type;Publiceer geslacht;Taal;Nr.;Tussenvoegsel;Achternaam;Voorletters;Roepnaam;Geslacht;Woonplaats;Land
7;4;D66;lijstengroep;nee;nl;24;de;Jong;R.H.;Romke;;Gorredijk;NL
7;4;D66;lijstengroep;nee;nl;25;van;Beukering-Huijbregts;M.J.T.G.;Marijke;;IJsselstein;NL
7;4;D66;lijstengroep;nee;nl;26;;Podt;A.;Anne-Marijke;;Utrecht;NL
7;4;D66;lijstengroep;nee;nl;27;;Sahla;F.;Fonda;;'s-Gravenhage;NL
7;4;D66;lijstengroep;nee;nl;28;;Dekker-Abdulaziz;H.;Hind;;Utrecht;NL
7;4;D66;lijstengroep;nee;nl;29;;Warmerdam;S.;Sjoerd;;Amsterdam;NL
7;4;D66;lijstengroep;nee;nl;30;;Türkkol;N.;Nazmi;;Amsterdam;NL
7;4;D66;lijstengroep;nee;nl;31;;Teunissen;J.C.M.;Hans;;Breda;NL
7;4;D66;lijstengroep;nee;nl;32;van;Breugel;C.;Carline;;Amsterdam;NL
7;4;D66;lijstengroep;nee;nl;33;;Nunnely;J.M.;Joan;;Rotterdam;NL
7;4;D66;lijstengroep;nee;nl;34;;Çimen;M.;Meyrem;;Haarlem;NL
7;4;D66;lijstengroep;nee;nl;35;ten;Dolle;L.;Loes;;Winterswijk;NL
7;4;D66;lijstengroep;nee;nl;36;;Mathlouti;M.;Mahjoub;;Leidschendam-Voorburg;NL
7;4;D66;lijstengroep;nee;nl;37;;Kuijper;D.J.;David;;'s-Gravenhage;NL
7;4;D66;lijstengroep;nee;nl;38;van der;Meulen-Kwakernaak;L.M.;Marleen;;Gorssel;NL
7;4;D66;lijstengroep;nee;nl;39;;Beukeboom;M.J.M.;Marcel;;Wassenaar;NL
7;4;D66;lijstengroep;nee;nl;40;de;Vries-Chang;Y.J.;Ojanne;;Heerenveen;NL
7;4;D66;lijstengroep;nee;nl;41;;Wilkeshuis;K.;Kirsten;;'s-Gravenhage;NL
7;4;D66;lijstengroep;nee;nl;42;;Warmenhoven;S.J.E.;Stijn;;'s-Gravenhage;NL
7;4;D66;lijstengroep;nee;nl;43;;Bakker;W.;Wybren;;Diepenveen;NL
7;4;D66;lijstengroep;nee;nl;44;van;Opstal;M.F.;Marc;;Wemeldinge;NL
7;4;D66;lijstengroep;nee;nl;45;;Vellinga-Beemsterboer;M.C.A.;Marieke;;Boazum;NL
7;4;D66;lijstengroep;nee;nl;46;;Lust;M.J.;Marja;;Amsterdam;NL
7;4;D66;lijstengroep;nee;nl;47;;Paauw;S.N.C.;Sonja;;Zwolle;NL
7;4;D66;lijstengroep;nee;nl;48;;Bel;C.I.;Christine;;Delft;NL
7;4;D66;lijstengroep;nee;nl;49;;Kutlu;S.;Suat;;Eindhoven;NL
7;4;D66;lijstengroep;nee;nl;50;;Kuipers;J.J.M.;Robert;;Sittard-Geleen;NL
7;4;D66;lijstengroep;nee;nl;51;de;Roon;R.C.J.;Robin;;Rotterdam;NL
7;4;D66;lijstengroep;nee;nl;52;;Bekhuis;G.J.M.;Gabriëlle;;Monnickendam;NL
7;4;D66;lijstengroep;nee;nl;53;;Stevens;S.A.W.;Stef;;Helmond;NL
7;4;D66;lijstengroep;nee;nl;54;;Loor;M.E.;Marion;;Amsterdam;NL
7;4;D66;lijstengroep;nee;nl;55;;Vemer;P.;Pepijn;;Eelderwolde;NL
7;4;D66;lijstengroep;nee;nl;56;;Lalta;V.D.;Vinesh;;'s-Gravenhage;NL
7;4;D66;lijstengroep;nee;nl;57;;Girjasing;R.;Rosita;;Rijswijk;NL
7;4;D66;lijstengroep;nee;nl;58;;Hofland;R.P.;Rob;;Amsterdam;NL
7;4;D66;lijstengroep;nee;nl;59;;Tiemens;C.E.F.J.;Constance;;Woerden;NL
7;4;D66;lijstengroep;nee;nl;60;;Geoffroy;E.C.;Eli;;Almere;NL
7;4;D66;lijstengroep;nee;nl;61;;Berckenkamp;S.B.;Sarah;;Amsterdam;NL
7;4;D66;lijstengroep;nee;nl;62;;Neijenhuis;L.J.M.W.;Laura;;Rotterdam;NL
7;4;D66;lijstengroep;nee;nl;63;de;Leeuw;B.;Bas;;Vorden;NL
7;4;D66;lijstengroep;nee;nl;64;;Ceca;G.;Gjin;;Wageningen;NL
7;4;D66;lijstengroep;nee;nl;65;;Laurijssens-van Engelenhoven;E.F.C.N.;Emma;;Etten-Leur;NL
7;4;D66;lijstengroep;nee;nl;66;da;Silva Marcos;T.M.;Teresa;;IJmuiden;NL
7;4;D66;lijstengroep;nee;nl;67;;Zwetsloot;M.A.C.;Monique;;Wageningen;NL
7;4;D66;lijstengroep;nee;nl;68;van;Peski;C.J.;Caecilia;;Tilburg;NL
7;4;D66;lijstengroep;nee;nl;69;;Huertas Mulckhuyse;R.R.A.;Rosanna;;Velp;NL
7;4;D66;lijstengroep;nee;nl;70;;Elmaci;J.;Yasin;;Leerdam;NL
7;4;D66;lijstengroep;nee;nl;71;van;Dun;C.M.;Corine;;Utrecht;NL
7;4;D66;lijstengroep;nee;nl;72;;Leisink;M.A.R.;Martijn;;Arnhem;NL
7;4;D66;lijstengroep;nee;nl;73;;Blom;C.W.J.;Céline;;Apeldoorn;NL
7;4;D66;lijstengroep;nee;nl;74;;Scheffer;M.R.;Michiel;;Nijmegen;NL
7;4;D66;lijstengroep;nee;nl;75;;Koşer-Kaya;F.;Fatma;;Amersfoort;NL
7;4;D66;lijstengroep;nee;nl;76;van de;Ven;J.;Jan;;Venray;NL
7;4;D66;lijstengroep;nee;nl;77;;Schaake;M.R.;Marietje;;Amsterdam;NL
7;4;D66;lijstengroep;nee;nl;78;;Chaban;S.;Sumer;;Hoorn;NL
7;4;D66;lijstengroep;nee;nl;79;van;Veldhoven-van der Meer;S.;Stientje;;Rijswijk;NL
7;4;D66;lijstengroep;nee;nl;80;;Ollongren;K.H.;Kajsa;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;1;;Klaver;J.F.;Jesse;;'s-Gravenhage;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;2;de;Jonge van Ellemeet;C.E.;Corinne;;Abcoude;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;3;van der;Lee;T.M.T.;Tom;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;4;;Bromet;L.;Laura;;Monnickendam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;5;;Maatoug;S.;Senna;;Leiden;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;6;;Snels;B.A.W.;Bart;;Utrecht;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;7;;Kröger;S.C.;Suzanne;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;8;;Smeulders;P.H.M.;Paul;;Leidschendam-Voorburg;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;9;;Bouchallikh;K.;Kauthar;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;10;;Westerveld;E.M.;Lisa;;Nijmegen;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;11;;Ranshuijsen;A.B.;April;;Nijmegen;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;12;van den;Berge;C.N.;Niels;;'s-Gravenhage;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;13;;Harijgens;A.;Andrew;;Bergen op Zoom;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;14;;Vissenberg;L.;Laura;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;15;;Gabriëls;G.J.W.;Geert;;Weert;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;16;;Hirsch;D.H.;Daniëlle;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;17;;Özütok;N.;Nevin;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;18;;Bennett;S.;Stephanie;;Groningen;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;19;;Thijssen;N.C.;Noortje;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;20;;Postma;J.P.;Jeroen;;Rotterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;21;;Blom;S.R.H.;Simion;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;22;van den;Nieuwenhuijzen;T.J.H.;Tom;;Utrecht;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;23;;Alouani;R.;Raja;;Haarlem;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;24;;Ateş;S.;Serpil;;'s-Gravenhage;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;25;;Roijackers;H.I.;Hagar;;'s-Hertogenbosch;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;26;;Brakel;M.J.;Mark;;Rotterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;27;de;Jong;D.S.;Dorrit;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;28;;Toub;S.;Samir;;Eindhoven;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;29;;Janssen;A.P.A.M.;Astrid;;Amersfoort;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;30;;Hyder;I.F.;Imran;;Leiden;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;31;;Niezen;H.;Hilde;;Gouda;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;32;;Zwanenberg;P.;Pepijn;;Utrecht;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;33;;Boshove;R.;Romano;;Hardenberg;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;34;;Yemane;M.;Milka;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;35;;Doppen;M.;Martine;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;36;;Deldjou Fard;G.;Melody;;Utrecht;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;37;;Kok;C.W.;Colin;;Wierden;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;38;;Elahi;M.J.;Jaswina;;'s-Gravenhage;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;39;;Scally;T.M.;Tara;;Utrecht;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;40;;Amessas;M.;Mohamed;;Huizen;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;41;;Jansen;L.;Leoni;;Westbeemster;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;42;;Homan;N.;Nienke;;Groningen;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;43;;Kahya;U.;Ufuk;;'s-Hertogenbosch;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;44;;Gielen;A.;Anouk;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;45;;Renkema;W.J.T.;Wim-Jan;;Steenwijk;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;46;;Schmitz;K.;Kim;;Sittard-Geleen;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;47;;Dibi;T.;Tofik;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;48;;Chakor;G.;Glimina;;Groningen;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;49;;Corton;E.;Eric;;Amsterdam;NL
alle;5;GROENLINKS;stel gelijkluidende lijsten;nee;nl;50;van;Ojik;A.;Bram;;Amsterdam;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;1;;Marijnissen;L.M.C.;Lilian;v;Oss;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;2;;Leijten;R.M.;Renske;v;Haarlem;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;3;;Alkaya;M.Ö.;Mahir;m;Amsterdam;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;4;van;Nispen;M.;Michiel;m;Breda;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;5;;Hijink;H.P.M.;Maarten;m;Amersfoort;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;6;;Beckerman;S.M.;Sandra;v;Groningen;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;7;;Kwint;J.P.;Peter;m;Amsterdam;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;8;van;Kent;B.;Bart;m;'s-Gravenhage;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;9;van;Dijk;J.J.;Jasper;m;Utrecht;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;10;;Dijk;J.P.;Jimmy;m;Groningen;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;11;;Biharie;S.;Sunita;v;Apeldoorn;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;12;;Drost;H.;Hanne;v;'s-Gravenhage;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;13;;Temmink;N.G.J.;Nicole;v;Zwolle;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;14;;Memiş;M.;Murat;m;Eindhoven;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;15;;Dobbe;S.E.M.;Sarah;v;Arnhem;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;16;;Boerwinkel;E.M.J.;Hans;m;Doetinchem;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;17;;Feenstra;F.;Fenna;v;Groningen;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;18;de;Ridder;N.;Nina;v;Beverwijk;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;19;;Futselaar;F.W.;Frank;m;Zwolle;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;20;;Peterse;B.;Bert;m;Rotterdam;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;21;;Stoutjesdijk;M.J.;Martijn;m;Zaltbommel;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;22;;Bakker;N.T.;Tiers;m;Amsterdam;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;23;;Clemens;J.M.M.;Jordy;m;Heerlen;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;24;;Murawski;S.A.;Sara;v;Amsterdam;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;25;;Elfrink;G.E.;Gerrie;m;Arnhem;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;26;;Hoekstra;A.J.;Arnout;m;Vlaardingen;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;27;;Verschuren;M.M.R.F.;Michel;m;Breda;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;28;van;Rossum;L.;Lieke;v;Delft;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;29;van;Aelst;R.;Lies;v;Gorinchem;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;30;;Roovers;B.F.C.;Bram;m;'s-Hertogenbosch;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;31;;Piepers;M.C.;Marloes;v;Nijmegen;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;32;;Flentge;E.A.;Erik;m;Amsterdam;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;33;van;Hooft;J.W.H.;Hans;m;Nijmegen;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;34;van den;Broek;A.G.A.;Eric;m;Boxtel;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;35;van de;Kolk;I.A.H.;Iris;v;Alphen aan den Rijn;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;36;van den;Hout;S.G.;Sebastiaan;m;Rijswijk;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;37;van;Halm;T.;Thomas;m;Leiden;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;38;de;Vreede;D.F.B.;David;m;Almere;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;39;;Gerkens;A.M.V.;Arda;v;Haarlem;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;40;;Zeegers;S.J.;Spencer;m;Uden;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;41;;Belt;A.M.;Annet;v;Leusden;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;42;van;Ooijen;W.E.;Willeke;v;Wamel;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;43;;Oosterbaan;A.T.P.;Gonnie;v;Utrecht;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;44;;Molenaar;P.J.;Petra;v;Nijmegen;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;45;van;Sluijs;D.;Denise;v;Emmeloord;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;46;;Mineur;A.C.;Anne-Marie;v;De Bilt;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;47;ten;Broeke;M.J.;Mathijs;m;Zutphen;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;48;;Jansen;P.F.C.;Paulus;m;Utrecht;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;49;van;Raak;A.A.G.M.;Ronald;m;Amsterdam;NL
7;6;SP (Socialistische Partij);lijstengroep;ja;nl;50;;Roemer;E.G.M.;Emile;m;Sambeek;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;1;;Ploumen;E.M.J.;Lilianne;v;Amsterdam;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;2;;Arib;K.;Khadija;v;Amsterdam;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;3;;Nijboer;H.;Henk;m;Groningen;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;4;;Kuiken;A.H.;Attje;v;Breda;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;5;;Piri;K.P.;Kati;v;'s-Gravenhage;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;6;;Thijssen;J.;Joris;m;Muiderberg;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;7;;Kathmann;B.C.;Barbara;v;Rotterdam;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;8;van;Dijk;G.J.;Gijs;m;Den Burg;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;9;de;Hoop;H.E.;Habtamu;m;Easterein;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;10;;Mutluer;S.;Songül;v;Zaandam;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;11;;Mohandis;M.;Mohammed;m;Gouda;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;12;van den;Hul;K.A.E.;Kirsten;v;'s-Gravenhage;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;13;;Bushoff;T.J.;Julian;m;Groningen;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;14;;Bisseswar;K.J.R.;Kavish;m;Beijing;CN
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;15;;Brand;C.J.M.;Charlotte;v;Nijmegen;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;16;;Mbarki;S.;Sofyan;m;Amsterdam;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;17;;Tseggai;M.;Mikal;v;'s-Gravenhage;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;18;van;Bruggen;B.M.;Bart;m;Utrecht;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;19;;Oosterbaan;C.;Christa;v;West-Terschelling;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;20;;Oomen;B.M.;Barbara;v;Middelburg;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;21;;Oosting;I.;Inge;v;Elim;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;22;;Kuntzelaers;J.J.M.;Jasper;m;Venlo;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;23;;Biemans;M.S.;Mirthe;v;Utrecht;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;24;van;Neerbos;M.;Matthijs;m;Rotterdam;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;25;;Akdogan;A.;Alptekin;m;Houten;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;26;;Gamri;A.;Attiya;v;Overveen;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;27;;Vrolijks;I.L.;Iris;v;Maassluis;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;28;;Nessar;A.;Abassin;m;Almere;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;29;van den;Bos;M.J.A.;Maarten;m;Bemmel;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;30;;Abdi;F.;Fatihya;v;Amsterdam;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;31;;Peters;S.J.M.;Stan;m;'s-Hertogenbosch;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;32;;Vromans;L.J.M.;Lenna;v;Heemstede;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;33;;Tselms;R.V.;Rebekka;v;Amsterdam;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;34;;Buitendam;M.S.;Marcelle;v;Vinkeveen;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;35;;Ypma;L.;Loes;v;Woerden;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;36;;Soetekouw;J.A.;Jerzy;m;Almere;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;37;;Bijlsma;J.S.;Bas;m;Amsterdam;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;38;van;Duijn;E.M.;Marieke;v;Haarlem;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;39;de;Kock;J.C.M.;Joke;v;Terheijden;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;40;;Torunoglu;Y.;Yasin;m;Eindhoven;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;41;;Selman;A.;Aya;v;Almere;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;42;;Newsome;M.;Marc;m;Leiden;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;43;;Hümmels;Y.A.;Yara;v;Enschede;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;44;;Eestermans;M.;Marco;m;Kloetinge;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;45;;Zwiers;P.A.;Peter;m;2e Exloërmond;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;46;;Emmelkamp;M.D.;Michiel;m;Amsterdam;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;47;;Asante;A.A.;Amma;v;Badhoevedorp;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;48;;Mulder;M.A.;Marinka;v;Oosterbeek;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;49;;Janssen;A.M.E.;Anne;v;Wageningen;NL
7;7;Partij van de Arbeid (P.v.d.A.);lijstengroep;ja;nl;50;;Kerris;P.G.J.;Peter;m;Nijmegen;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;1;;Segers;G.M.;Gert-Jan;m;Amersfoort;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;2;;Schouten;C.J.;Carola;v;Rotterdam;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;3;;Bikker;M.H.;Mirjam;v;Gouda;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;4;;Ceder;D.G.M.;Don;m;Amsterdam;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;5;;Grinwis;P.A.;Pieter;m;'s-Gravenhage;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;6;van der;Graaf;S.J.F.;Stieneke;v;Groningen;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;7;;Bruins;E.E.W.;Eppo;m;Ermelo;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;8;;Drost;N.;Nico;m;Rhenen;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;9;;Vreugdenhil;H.J.;Hermen;m;Nieuwendijk;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;10;van;Drongelen;D.J.;Dirjanne;v;Ede;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;11;;Visser;F.C.;Frank;m;Haarlem;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;12;;Kennedy-Doornbos;S.J.;Simone;v;Amersfoort;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;13;;Tijhof;B.D.;Bert;m;Rijssen;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;14;;Chirino;C.C.;Bina;v;Utrecht;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;15;;Koffeman-Kramer;J.;Johanna;v;Urk;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;16;;Rots;D.G.;Gerdien;v;Zwolle;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;17;te;Rietstap;A.H.;Alwin;m;Bergentheim;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;18;;Hart;E.J.;Efraïm;m;Amsterdam;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;19;;Niesink;C.C.M.;Carlijn;v;Wirdum;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;20;;Bent;G.J.W.;Gert Jan;m;Smilde;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;21;van;Wageningen;E.;Elly;v;Lelystad;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;22;;Verburg;J.H.;Jan Henk;m;Goes;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;23;;Heuvelink;M.E.C.;Marijke;v;Drunen;NL
alle;8;ChristenUnie;stel gelijkluidende lijsten;ja;nl;24;;Holtman;T.S.;Tobias;m;Aalten;NL
