Overzicht Kandidaatgegevens;;;;;;;;;;;;;
Verkiezing: Tweede Kamer der Staten-Generaal 2021 2021;;;;;;;;;;;;;
;;;;;;;;;;;;;
Kieskring;Lijstnummer;Politieke Groepering;Type;Publiceer geslacht;Taal;Nr.;Tussenvoegsel;Achternaam;Voorletters;Roepnaam;Geslacht;Woonplaats;Land
11;16;CODE ORANJE;lijstengroep;ja;nl;40;;Verbeek;C.M.J.;Cor;m;Eindhoven;NL
11;16;CODE ORANJE;lijstengroep;ja;nl;41;;Luijkx;M.A.P.M.;Rien;m;Veldhoven;NL
11;16;CODE ORANJE;lijstengroep;ja;nl;42;van;Steensel;P.C.N.M.;Peter;m;Valkenswaard;NL
11;16;CODE ORANJE;lijstengroep;ja;nl;43;van;Overveld;W.A.A.M.;Wim;m;Oudenbosch;NL
11;16;CODE ORANJE;lijstengroep;ja;nl;44;;Nieboer;T.;Tineke;v;Noordenveld;NL
11;16;CODE ORANJE;lijstengroep;ja;nl;45;;Pestman;R.J.E.;Robert;m;Groningen;NL
11;16;CODE ORANJE;lijstengroep;ja;nl;46;;Kraan;W.B.;Pim;m;Vlissingen;NL
11;16;CODE ORANJE;lijstengroep;ja;nl;47;;Kleefman;R.G.;Ruud;m;Vlissingen;NL
11;16;CODE ORANJE;lijstengroep;ja;nl;48;;Kleinen;H.P.;Harry;m;Bergen op Zoom;NL
11;16;CODE ORANJE;lijstengroep;ja;nl;49;de;Faria;R.M.;Rabella;v;Hoogwoud;NL
11;16;CODE ORANJE;lijstengroep;ja;nl;50;;Blase;A.B.;Bert;m;Papendrecht;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;1;;Dassen;L.A.J.M.;Laurens;m;Amsterdam;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;2;;Gündoğan;N.;Nilüfer;v;Amsterdam;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;3;;Boutkan;E.;Ernst;m;Leiden;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;4;;Koekkoek;M.;Marieke;v;Utrecht;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;5;;Gravelotte;M.C.F.;Martin;m;Amsterdam;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;6;;Wielinga;E.G.R.;Bibi;v;Amsterdam;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;7;;Eigenhuis;F.;Floris;m;Amersfoort;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;8;;Italianer;I.V.;Ilca;v;Amsterdam;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;9;;Janssen;A.J.J.;Fons;m;Veulen;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;10;van;Laar;S.A.;Sylvia;v;Leiden;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;11;;Garmy;I.;Itay;m;Amsterdam;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;12;;Ramaker;M.;Marleen;v;Groningen;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;13;van;Oppenraaij;J.R.;Joris;m;'s-Gravenhage;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;14;;Griffejoen;A.J.;Sandra;v;Blaricum;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;15;van;Iterson;J.;Jeroen;m;Oegstgeest;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;16;de;Koff;S.E.;Sarah;v;Rotterdam;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;17;;Toeset;F.;Frank;m;Breda;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;18;van;Zanten;M.;Michelle;v;'s-Gravenhage;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;19;van der;Meer;T.;Thomas;m;Enschede;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;20;ten;Hove;S.;Sacha;v;Emmen;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;21;;Datema;J.A.F.;Friso;m;Alkmaar;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;22;van;Eeden;G.;Ger;v;Leiden;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;23;;Koendjbiharie;J.G.;Jeroen;m;Wageningen;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;24;van;Eck;R.C.E.;Robine;v;Amsterdam;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;25;;Doreleijers;T.A.H.;Theo;m;Amsterdam;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;26;;Kroesen;E.;Elske;v;Heemstede;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;27;;Lenskaya;E.V.;Katya;v;Heukelom;NL
alle;17;Volt;stel gelijkluidende lijsten;ja;nl;28;van;Lanschot;R.J.A.;Reinier;m;Amsterdam;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;1;El;Ouali;N.;Nourdin;m;Rotterdam;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;2;van de;Loo;E.B.;Elsa;v;Amsterdam;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;3;;Gerdan;N.;Nurullah;m;Barendrecht;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;4;;Aboulouafa;F.;Fatima;v;'s-Gravenhage;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;5;;Rigters;E.R.;Elvin;m;Rotterdam;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;6;;Echtermeijer;J.E.;Jacqueline;v;Rotterdam;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;7;;Abdulahi;M.;Mohamed;m;Rotterdam;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;8;;Abarghaze;S.;Sanaa;v;Bergen op Zoom;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;9;;Mahmood;A.A.;Adeel;m;'s-Gravenhage;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;10;;Rijssel;N.E.;Nancy;v;Almere;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;11;;Kasmi;M.;Mounir;m;Panningen;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;12;;Sheikh Rashid;S.;Sobana;v;Capelle aan den IJssel;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;13;;Henić;A.;Almira;v;Schiedam;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;14;;Saidi Rabah;A.;Assamau'al;m;Amstelveen;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;15;;Halusi;A.;Asma;v;'s-Gravenhage;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;16;;Uzun;A.Z.;Alihan;m;Hendrik-Ido-Ambacht;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;17;;Klioual;L.;Layla;v;Wilrijk;BE
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;18;;Şahin;B.E.;Emre;m;'s-Gravenhage;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;19;;Ebnolfaqih;Y.;Youssra;v;Roosendaal;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;20;;Duran;Ö.;Önder;m;Delft;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;21;;Akkari;M.;Mohammed;m;Schiedam;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;22;;Buyatui;H.;Hassan;m;Almere;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;23;;Alpdoğu;A.;Aytaç;m;Helmond;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;24;;Hajkowski;M.J.;Michał;m;Voorburg;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;25;;Kuipers;S.;Stephan;m;Groningen;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;26;;Cakir;L.;Leyla;v;Zoetermeer;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;27;;Akkouh;F.;Fariz;m;Almere;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;28;;Butt;M.;Marinah;v;'s-Gravenhage;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;29;van;Noppen;B.;Bas;m;Rotterdam;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;30;;Moukaddim;H.;Hasib;m;Almere;NL
alle;18;NIDA;stel gelijkluidende lijsten;ja;nl;31;;Karaaslan;H.İ.;Halil;m;Schiedam;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;1;;Pontier;M.A.;Matthijs;m;Amsterdam;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;2;;Dijkhuis;A.J.Y.;Ji Yong;m;Lelystad;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;3;;Sadloe;S.;Saira;v;Purmerend;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;4;van;Deijk;D.D.;David;m;Eindhoven;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;5;;Boeken;J.;Jasmijn;v;Beuningen Gld;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;6;;Brandsma;W.A.;Wietze;m;Burgum;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;7;;Downs-Hovestadt;P.M.H.;Petra;v;Helmond;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;8;van;Treuren;M.A.;Mark;m;Schagen;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;9;;Abendroth;A.M.;Astrid;v;Amsterdam;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;10;;Werner;D.R.;Danny;m;Amsterdam;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;11;;Linnenbank;A.C.;André;m;Zaandam;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;12;;Schrama;D.D.;Dmitri;m;Utrecht;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;13;;Wafelman;L.S.;Leontien;v;Amsterdam;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;14;;Hallegraeff;D.S.;Dylan;m;'s-Gravenhage;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;15;;Wijnans;F.P.E.;Frank;m;Idsegahuizum;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;16;;Feitsma;T.T.;Tjerk;m;Amstelveen;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;17;;Sikkema;G.B.;Bob;m;Enkhuizen;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;18;;Bouma;E.;Edy;m;Ede;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;19;;Kwakkelstein;R.J.S.;Robert;m;'s-Gravenhage;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;20;;Ligthart;T.H.;Thijs;m;Alkmaar;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;21;ter;Haak;P.J.;Peter;m;Lisse;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;22;;Philips;M.M.;Melchior;m;Arnhem;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;23;;Borghuis ook genaamd op de Borg;D.R.;Dave;m;Enschede;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;24;;Piepers;R.R.;Rick;m;Amsterdam;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;25;van;Nes;T.;Teunis;m;Goes;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;26;van;Rijn;M.P.;Mirjam;v;Amsterdam;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;27;;Poot;D.;Dirk;m;Hoeven;NL
alle;19;Piratenpartij;stel gelijkluidende lijsten;ja;nl;28;;Blaak;M.G.M.H.;Metje;v;Amsterdam;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;1;;Valentine;R.W.;Robert;m;Amsterdam;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;2;;Weber;J.;Jeroen;m;Rijswijk;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;3;;Schoenmakers;R.T.M.;Roos;v;Venlo;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;4;;Kuipers;A.;Arnoud;m;Assen;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;5;;Groenen;W.F.;Wijnand;m;Maarssen;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;6;;Bouscher;N.;Nathan;m;Amsterdam;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;7;;Buising;W.;Willem;m;Rijswijk;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;8;;O;Y.M.;Yu Mei;v;Amsterdam;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;9;van;Balen;S.Y.;Saskia;v;Amsterdam;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;10;;Nijweide;M.F.A.;Marco;m;Maastricht;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;11;;Cornax;W.G.;Willem;m;Amsterdam;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;12;;Koopmans;S.F.P.;Pallieter;m;Wassenaar;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;13;;Hartkamp;P.L.;Peter;m;Amersfoort;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;14;de;Man;R.F.;Romy;v;Rijswijk;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;15;de;Haaij;N.M.W.;Nicki;m;Bleiswijk;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;16;de;Grunt;L.G.;Lola;v;Noordwijk;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;17;;Kalkman;G.Q.;Gianni;m;Oostvoorne;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;18;;Jansen;N.;Nando;m;Barendrecht;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;19;;Winkelhorst;W.J.;Ria;v;'s-Gravenhage;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;20;;Hanssens;R.;Rutger;m;Dorst;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;21;;Huijs;T.;Tom;m;Horst;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;22;;Inen;A.Q.;Arno;m;Amsterdam;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;23;;Fischer;S.;Sander;m;Rijswijk;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;24;;Jungschlager;J.;Joeri;m;Rotterdam;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;25;;Backhuijs;W.Q.;Quintus;m;Leiden;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;26;;Kleinsmit;H.T.J.;Rik;m;Almere;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;27;;Schoenmakers;R.C.;Roald;m;Delft;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;28;;Meijer;T.D.J.;Jip;m;Leiderdorp;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;29;van;Ree;R.P.;Roman;m;Leiden;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;30;;Engels;L.;Loes;v;'s-Gravenhage;NL
alle;20;LP (Libertaire Partij);stel gelijkluidende lijsten;ja;nl;31;;Wellens;A.T.;Arno;m;Amsterdam;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;1;;Tichelaar;J.;Jaron;m;Noordscheschut;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;2;ten;Napel;M.C.C.L.;Christinemindel;v;Bovenkarspel;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;3;;Klein;A.;Andreas;m;Eindhoven;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;4;;Pattipeilohy;S.L.A.;Shane;m;Amersfoort;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;5;;Cornelissen;A.;Amber;v;Amsterdam;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;6;;Walker;B.A.;Benito;m;Veendam;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;7;van der;Louw;F.;Feline;v;Woerden;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;8;;el-Baramawi;S.A.F.;Samir;m;Maastricht;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;9;;Goedhart;D.C.;Dennis;m;Bolsward;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;10;van den;Dikkenberg;K.;Kaya;v;Doetinchem;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;11;;Hobma;F.H.;Lars;m;Breda;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;12;;Brügemann;S.A.;Sophie;v;Den Burg;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;13;van;Veen;J.F.H.J.;Jasper;m;Amersfoort;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;14;;Silalahi;N.M.E.C.;Noël;m;Helmond;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;15;;Geertsma;E.;Elisha;v;Hoogeveen;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;16;de;Groot;J.J.;Jacob;m;Easterlittens;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;17;van;Boekel;J.H.M.;Joyce;v;'s-Hertogenbosch;NL
alle;21;JONG;stel gelijkluidende lijsten;ja;nl;18;;Geelen;J.J.E.;Jan;m;Tjerkwerd;NL
alle;22;Splinter;stel gelijkluidende lijsten;ja;nl;1;van;Kooten-Arissen;F.M.;Femke Merel;v;Woerden;NL
alle;22;Splinter;stel gelijkluidende lijsten;ja;nl;2;;Schnetz;M.;Marjan;v;'s-Gravenhage;NL
alle;22;Splinter;stel gelijkluidende lijsten;ja;nl;3;van;Hal;F.;Fabian;m;Amsterdam;NL
alle;22;Splinter;stel gelijkluidende lijsten;ja;nl;4;;Angiolini Trapanese;G.C.;Giovanni;m;Voorburg;NL
alle;22;Splinter;stel gelijkluidende lijsten;ja;nl;5;;Keyser;I.;Ingrid;v;Amsterdam;NL
alle;22;Splinter;stel gelijkluidende lijsten;ja;nl;6;;Raouf;S.A.A.;Shad;m;Nijmegen;NL
alle;22;Splinter;stel gelijkluidende lijsten;ja;nl;7;;Schot;M.;Marise;v;Delft;NL
alle;22;Splinter;stel gelijkluidende lijsten;ja;nl;8;van;Leeuwen;E.M.;Elisabeth;v;Amsterdam;NL
alle;22;Splinter;stel gelijkluidende lijsten;ja;nl;9;;Veldwijk;R.J.;René Jan;m;'s-Gravenhage;NL
alle;22;Splinter;stel gelijkluidende lijsten;ja;nl;10;;Łuczycki;M.;Magda;v;Woerden;NL
alle;22;Splinter;stel gelijkluidende lijsten;ja;nl;11;;Wijffels;M.B.M.;Mauritius;m;Amsterdam;NL
alle;22;Splinter;stel gelijkluidende lijsten;ja;nl;12;;Prins;M.M.C.;Meiny;v;Weggis;CH
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;1;van der;Plas;C.A.M.;Caroline;v;Deventer;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;2;;Wiersma;F.M.;Femke;v;Holwerd;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;3;;Stegink;T.W.;Erik;m;Bathmen;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;4;;Waalkens;D.E.;Derk Evert;m;Assen;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;5;;Jaspers;W.C.P.H.;Wim;m;Someren;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;6;van;Wijk;A.P.M.;Elly;v;Snelrewaard;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;7;;Veldhuis;R.F.;Robert;m;Amersfoort;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;8;;Baltus;A.W.M.;Ad;m;Zuidschermer;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;9;;Brok;J.A.;Jan;m;Enter;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;10;;Flipsen-Verhagen;M.C.C.;Monique;v;Den Hout;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;11;;Merks;A.J.M.;Ad;m;Haastrecht;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;12;van;Lint;R.;Robin;m;Montfoort;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;13;;Prinsen;D.L.P.;Dario;m;Haaksbergen;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;14;van;Lanen;W.A.H.T.;Wilbert;m;Bakel;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;15;van;Essen;R.;Ron;m;Slijk-Ewijk;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;16;;Hanse;C.H.J.;Kees;m;Zierikzee;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;17;;Vael;A.R.M.;Arno;m;Zaamslag;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;18;;Mensink-Smit;J.;Janet;v;Westerhaar-Vriezenveensewijk;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;19;van 't;Hof;J.J.;Han;m;Sint-Annaland;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;20;;Minderhoud;G.C.J.;Gert-Jan;m;Oudelande;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;21;van;Dijk;J.L.J.;Jan-Jorch;m;Veenendaal;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;22;van den;Elzen;W.J.M.M.;Willem;m;Stevensbeek;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;23;;Timmermans;F.J.A.;Frank;m;Neer;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;24;van;Dellen;G.G.;Gert;m;Lutjegast;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;25;;Vermeer;H.;Henk;m;Harderwijk;NL
alle;23;BBB;stel gelijkluidende lijsten;ja;nl;26;;Groot Koerkamp;W.A.M.;Wim;m;Olst;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;1;van;Fenema;E.M.;Esther;v;Maarn;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;2;van;Haperen;A.C.J.M.;Ton;m;Eindhoven;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;3;;Wittekoek;M.E.;Janneke;v;Maarssen;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;4;;Mann;R.F.;Ronald;m;Huizen;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;5;;Hartog;I.C.;Ingrid;v;Krimpen aan den IJssel;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;6;;Breteler;G.;Gerrit;m;Nes;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;7;;Bolt;M.;Meindert;m;Nieuw Beerta;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;8;;Monzón;I.M.;Igor;m;Leeuwarden;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;9;;Tromp;A.G.;Anneke;v;Hilversum;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;10;;Jansen;E.S.;Steffie;v;Utrecht;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;11;;Schonewille;F.;Fred;m;Diepenveen;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;12;;Leeser;M.;Maurice;m;Utrecht;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;13;van;Veen;K.;Klaas;m;Groningen;NL
alle;24;NLBeter;stel gelijkluidende lijsten;ja;nl;14;;Koning;P.J.M.;Elly;v;Amsterdam;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;1;;Krol;H.C.M.;Henk;;Eindhoven;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;2;;Molenaar;R.;Rosa;;'s-Gravenhage;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;3;van;Zanten;D.;Dick;;Gorinchem;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;4;van der;Hout;A.J.;Arjan;;Bergeijk;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;5;;Jansen;M.P.;Manitou;;Nieuwe Pekela;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;6;;Kannegieter;A.;Bert;;Bingelrade;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;7;de;Lange-Wendt;J.M.L.;Justiënne;;'s-Gravenhage;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;8;;Cohen;R.;Rob;;Almere;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;9;;Pruimboom;D.J.;Daan;;Hippolytushoef;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;10;de;Mooij;C.W.;Wilma;;Harmelen;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;11;;Sikking;J.G.M.;Jan;;Diemen;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;12;;Schuitenmaker;B.;Bart;;Zandvoort;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;13;van den;Boomgaard;M.R.;Marco;;Zoetermeer;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;14;van;Toor;L.J.;Leen;;Uddel;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;15;;Geven;J.F.A.M.;John;;Nuenen;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;16;de;Groot;G.P.;Ger;;Rijswijk;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;17;;Koning;J.A.;Janneke;;Boerakker;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;18;;Boonstra;J.;Joop;;Amsterdam;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;19;;Gerber;B.;Betty;;Alkmaar;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;20;;Slangen;H.M.W.;Huub;;Brunssum;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;21;;Kortenoeven;M.;Monique;;Kudelstaart;NL
alle;25;Lijst Henk Krol;stel gelijkluidende lijsten;nee;nl;22;;Engelman;F.E.;Frank;;Bergeijk;NL
alle;26;OPRECHT;stel gelijkluidende lijsten;ja;nl;1;;Ruperti;M.P.K.;Michael;m;Ede;NL
alle;26;OPRECHT;stel gelijkluidende lijsten;ja;nl;2;;Keijser;D.J.;Dirk Jan;m;Voorburg;NL
