Kieskring;Lijstnummer;Politieke Groepering;Type;Publiceer geslacht;Taal;Nr.;Tussenvoegsel;Achternaam;Voorletters;Roepnaam;Geslacht;Woonplaats;Land
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;1;;Wilders;G.;Geert;m;'s-Gravenhage;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;2;;Stöteler;T.S.M.;Sebastiaan;m;Almelo;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;3;;Schilder;J.M.M.;Shanna;v;Volendam;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;4;;Lammers;A.N.;Annelotte;v;Genemuiden;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;5;;Markuszower;G.;Gidi;m;Amsterdam;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;6;;Bosma;M.;Martin;m;Amsterdam;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;7;;Claassen;R.A.B.;René;m;Landgraaf;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;8;van;Dijck;A.P.C.;Tony;m;Amsterdam;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;9;;Faber;M.H.M.;Marjolein;v;Hoevelaken;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;10;;Maeijer;V.;Vicky;v;Krimpen aan den IJssel;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;11;;Mulder;E.;Edgar;m;Zwolle;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;12;;Kops;A.;Alexander;m;Overasselt;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;13;;Vlottes;E.;Elmar;m;Apeldoorn;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;14;;Vondeling;M.;Marina;v;Rhoon;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;15;;Heutink;H.D.;Hidde;m;Overdinkel;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;16;;Mooiman;J.;Jeremy;m;Zoetermeer;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;17;;Moinat;N.;Nicole;v;Purmerend;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;18;;Graus;D.J.G.;Dion;m;Heerlen;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;19;van;Dijk;E.;Emiel;m;'s-Gravenhage;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;20;ten;Hove;T.;Tamara;v;Emst;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;21;;Prickaertz;E.C.;Erwin;m;Dordrecht;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;22;de;Roon;R.;Raymond;m;Aardenburg;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;23;;Boon;M.C.H.;Maikel;m;Bergen op Zoom;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;24;;Raijer;A.J.;Annette;v;Almere;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;25;van;Meetelen;R.F.;Rachel;v;Bergen op Zoom;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;26;;Jansen;C.A.;Chris;m;Almere;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;27;;Aardema;M.;Max;m;Drachten;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;28;;Deen;M.;Marco;m;Zandvoort;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;29;;Nijhof-Leeuw;J.M.;Jeanet;v;Hengelo (O);NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;30;de;Vree;J.H.;Henk;m;Hardinxveld-Giessendam;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;31;;Pool;J.;Joeri;m;Kampen;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;32;van der;Hoeff;P.H.;Patrick;m;Philippine;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;33;;Ram;D.;Dennis;m;Groningen;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;34;;Crijns;P.P.;Patrick;m;Landgraaf;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;35;;Smitskam;P.;Peter;m;Zoetermeer;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;36;;Boutkan;W.;Willem;m;Almere;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;37;;Thiadens;F.M.;Folkert;m;Zevenhuizen;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;38;;Blaauw;R.B.;Reinder;m;Winschoten;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;39;;Valize;J.J.T.M.;Jan;m;Venlo;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;40;;Faddegon;C.J.;Chris;m;'s-Gravenhage;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;41;;Clermonts;C.N.L.;Canice;v;'s-Gravenhage;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;42;;Uppelschoten;N.A.;Nico;m;Eelde;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;43;van;Haasen;J.P.;Peter;m;Zaandam;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;44;;Esser;E.R.F.;Eric;m;'s-Hertogenbosch;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;45;;Rep;R.J.H.H.;Robert;m;Ter Apel;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;46;;Riezebos;C.H.;Cees;m;Hindeloopen;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;47;;Grobben;S.M.;Sylvia;v;Delft;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;48;;Megens;B.J.M.H.;Bart;m;Bergen (L);NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;49;;Ubaghs;W.J.;Wim;m;Maarssen;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;50;;Blömer;A.G.A.;Alberto;m;Enschede;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;51;;Verbaarschot-Hendriks;M.;Anita;v;Andel;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;52;de;Graaf;J.L.;Job;m;Enschede;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;53;;Feeburg;F.;Frank;m;Julianadorp;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;54;;Ritzen;S.A.G.;Serge;m;Landgraaf;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;55;de;Moel;D.;Daniël;m;Vijfhuizen;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;56;de;Boer;P.;Pieter;m;Urk;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;57;;Ahrens;J.;Jeroen;m;Vriezenveen;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;58;;Roos;B.M.;Bjorn;m;Hellevoetsluis;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;59;;Smits;S.;Stefan;m;Zoetermeer;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;60;;Casteleijn;A.A.A.;Alexander;m;Katwijk;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;61;van;Bijnen;H.M.;Roel;m;Ulestraten;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;62;van;Valderen;P.;Peter;m;Philippine;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;63;de;Vries;M.;Menno;m;Arum;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;64;;Pfoster;D.D.W.;Daryl;m;Sittard;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;65;;Griesen;J.;Jorrit;m;Hengelo (O);NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;66;;Zandman;I.F.;India;v;Sas van Gent;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;67;;Alberts;S.A.M.;Saskia;v;Dordrecht;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;68;;Blauw;K.A.;Kelly;v;Groningen;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;69;;Klaassen;M.H.J.;Thijs;m;Geleen;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;70;;Benerink;C.B.G.;Christian;m;Hengelo (O);NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;71;van;Stormbroek;A.;Ashwin;m;Lelystad;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;72;;Cornelisse;N.;Natasja;v;Assendelft;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;73;;Liesveld;S.;Serena;v;Mijdrecht;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;74;;Choenni;N.A.;Nathalie;v;Kaatsheuvel;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;75;van;Kesteren;A.J.M.;Ton;m;Groningen;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;76;;Bezaan;I.A.;Ilse;v;Blaricum;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;77;;Blom;R.M.;Rachel;v;Rhoon;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;78;;Ehlers;M.;Marieke;v;Overijse;BE
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;79;van;Hattem;A.W.J.A.;Alexander;m;Vinkel;NL
alle;1;PVV (Partij voor de Vrijheid);stel gelijkluidende lijsten;ja;nl;80;;Madlener;B.;Barry;m;Rockanje;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;1;;Timmermans;F.C.G.M.;Frans;;Maastricht;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;2;;Lahlah;A.;Esmah;;Tilburg;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;3;;Klaver;J.F.;Jesse;;'s-Gravenhage;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;4;;Piri;K.P.;Kati;;'s-Gravenhage;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;5;;Westerveld;E.M.;Lisa;;Nijmegen;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;6;;Moorman;M.;Marjolein;;Amsterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;7;;Stultiens;L.C.J.;Luc;;'s-Gravenhage;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;8;de;Hoop;H.E.;Habtamu;;Sneek;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;9;;Bromet;L.;Laura;;Monnickendam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;10;van;Oosterhout;A.S.;Sjoukje;;Amsterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;11;;Bushoff;T.J.;Julian;;Groningen;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;12;;Kröger;S.C.;Suzanne;;Amsterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;13;;Mohandis;M.;Mohammed;;Gouda;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;14;;Patijn;M.H.;Mariëtte;;Hilversum;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;15;;Zalinyan;A.;Ani;;Hoofddorp;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;16;van der;Lee;T.M.T.;Tom;;Amsterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;17;;Mutluer;S.;Songül;;Zaandam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;18;;Bolhuis;W.D.;Wimar;;'s-Gravenhage;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;19;;Gabriëls;G.J.W.;Geert;;Weert;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;20;;Nordkamp;J.;Jimme;;Losser;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;21;van der;Linden;J.J.;Jade;;Oss;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;22;;Roduner;F.J.;Floor;;Haarlem;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;23;;Hirsch;D.H.;Daniëlle;;Amsterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;24;;Abdi;F.;Fatihya;;Amsterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;25;;Tseggai;M.;Mikal;;'s-Gravenhage;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;26;;Pijpelink;A.;Anita;;Middelburg;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;27;;Vliegenthart;L.;Lisa;;Rijswijk;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;28;;Esser;M.J.W.;Marco;;'s-Gravenhage;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;29;;Haage;M.W.;Marleen;;Maarn;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;30;;White;R.J.;Raoul;;Purmerend;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;31;;Vrolijks;I.L.;Iris;;Maassluis;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;32;;Kathmann;B.C.;Barbara;;Rotterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;33;;Muns;L.;Lyle;;Amsterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;34;de;Jong;H.A.;Hayte;;Amsterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;35;;Chakor;G.;Glimina;;Groningen;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;36;;Vonk;M.;Marcel;;Harmelen;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;37;van der;Zweth;R.;Rick;;Utrecht;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;38;;Vink;J.C.;Annerijn;;'s-Gravenhage;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;39;;Tak;D.P.A.;Dennis;;Rotterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;40;;Nikshomar;S.;Shadi;;Almere;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;41;;Hyder;I.F.;Imran;;Leiden;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;42;;Sibbing;L.V.;Lara;;Hilversum;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;43;;Woltring;N.M.;Naomi;;Eindhoven;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;44;;Olivier;D.;Daan;;Heerenveen;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;45;de;Kroon;T.A.;Tim;;Culemborg;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;46;de;Boer;M.M.;Margreet;;Amsterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;47;;Boomsma;R.;Ruben;;Alkmaar;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;48;de;Jonge;T.F.;Tanja;;Dordrecht;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;49;;Bwefar;R.I.;Ruchama;;Amsterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;50;;Jeursen;L.B.;Lotte;;Amsterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;51;;Daenen;J.W.B.;Jan;;Wageningen;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;52;;Bolding;F.;Fenna;;Hooghalen;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;53;;Mehdi;T.;Tamim;;Zutphen;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;54;;Hamzad;P.;Palwasha;;Haarlem;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;55;;Visser;G.;Giovanni;;Arnhem;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;56;;Schreuders;J.M.;Margriet;;Maastricht;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;57;;Bijl;M.;Milan;;Heiloo;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;58;;Piepers;R.J.A.;Ron;;Roermond;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;59;;Ammerlaan;T.B.;Ties;;Amsterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;60;;Punte-Zwart;W.S.;Willemijn;;Enschede;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;61;;Groenteman;H.;Hanneke;;Amsterdam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;62;van;Muiswinkel;F.L.;Erik;;Haarlem;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;63;;Romeijn;A.;Aafke;;Utrecht;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;64;;Bijlo;V.R.;Vincent;;Bunnik;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;65;;Jansen;L.;Leoni;;Westbeemster;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;66;;Chalgoum;A.;Abbie;;Haarlem;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;67;de;Jong;N.S.;Nynke;;Zwolle;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;68;;Wattimena;M.B.D.J.;Thijs;;Nijmegen;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;69;;Uğur;E.;Emine;;Alphen aan den Rijn;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;70;;Smeets;J.A.P.;Jan;;Sittard;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;71;;Bas;L.A.J.L.;Laura;;Zaandam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;72;;Karbache;A.;Abdelkader;;'s-Gravenhage;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;73;;Blom;P.;Peter;;Blaricum;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;74;;Gesthuizen;S.M.J.G.;Sharon;;'s-Gravenhage;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;75;;Roovers;T.T.A.J.;Thijs;;Zaandam;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;76;;Jongerius;A.M.;Agnes;;Utrecht;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;77;van;Gent;W.;Ineke;;Schiermonnikoog;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;78;van;Es;A.C.;Andrée;;Heelsum;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;79;;Pronk;J.P.;Jan;;'s-Gravenhage;NL
alle;2;GROENLINKS / Partij van de Arbeid (PvdA);stel gelijkluidende lijsten;nee;nl;80;d';Ancona;H.;Hedy;;Amsterdam;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;1;;Yeşilgöz-Zegerius;D.;Dilan;v;Amsterdam;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;2;;Heinen;E.;Eelco;m;'s-Gravenhage;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;3;;Brekelmans;R.P.;Ruben;m;Oisterwijk;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;4;;Karremans;V.P.G.;Vincent;m;Rotterdam;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;5;van der;Burg;E.;Eric;m;Amsterdam;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;6;;Becker;B.;Bente;v;Wassenaar;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;7;van;Eijk-Nagel;W.P.J.;Wendy;v;Weert;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;8;;Erkens;S.P.A.;Silvio;m;Kerkrade;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;9;;Martens-America;C.;Claire;v;Bilthoven;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;10;;Nobel;J.N.J.;Jurgen;m;Hoofddorp;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;11;van;Campen;A.A.H.;Thom;m;Zwolle;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;12;;Rajkowski;Q.M.;Queeny-Aimée;v;Vleuten;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;13;;Ellian;U.;Ulysse;m;Almere;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;14;;Aartsen;A.A.;Thierry;m;Terheijden;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;15;;Michon-Derkzen;I.J.M.;Ingrid;v;'s-Gravenhage;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;16;de;Groot;P.C.;Peter;m;Harderwijk;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;17;;Bevers;H.;Harry;m;Leeuwarden;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;18;den;Hollander;R.;Renate;v;Ansen;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;19;;Kisteman;A.;Arend;m;Zwolle;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;20;de;Kort;A.H.J.;Daan;m;Eindhoven;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;21;;Wendel;H.;Hilde;v;Groningen;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;22;;Schutz;B.A.;Björn;m;Oud-Vossemeer;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;23;;Bikkers;B.T.;Bart;m;Vlaardingen;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;24;;Müller;A.S.;Alisha;v;Voorburg;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;25;;Meulenkamp;W.J.H.;Wim;m;Ambt Delden;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;26;de;Beer;M.E.E.;Martin;m;Heerlen;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;27;;Maes;N.C.J.;Nicole;v;'s-Gravenhage;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;28;van der;Maas;E.J.;Erik;m;Bergen (NH);NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;29;;Verkuijlen;R.;Ruud;m;Hilversum;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;30;van;Groningen-de Haas;D.A.;Dieke;v;Rotterdam;NL
alle;3;VVD;stel gelijkluidende lijsten;ja;nl;31;;Berk;A.S.;Soler;m;Apeldoorn;NL
