bureau_id,bureau_zip,count_type,party,candidate_id,count
HSB13::0599,,candidate,GROENLINKS / Partij van de Arbeid (PvdA),72,22
HSB13::0599,,candidate,GROENLINKS / Partij van de Arbeid (PvdA),73,2
HSB13::0599,,candidate,GROENLINKS / Partij van de Arbeid (PvdA),74,10
HSB13::0599,,candidate,GROENLINKS / Partij van de Arbeid (PvdA),75,5
HSB13::0599,,candidate,GROENLINKS / Partij van de Arbeid (PvdA),76,15
HSB13::0599,,candidate,GROENLINKS / Partij van de Arbeid (PvdA),77,15
HSB13::0599,,candidate,GROENLINKS / Partij van de Arbeid (PvdA),78,16
HSB13::0599,,candidate,GROENLINKS / Partij van de Arbeid (PvdA),79,21
HSB13::0599,,candidate,GROENLINKS / Partij van de Arbeid (PvdA),80,93
HSB13::0599,,candidate,VVD,1,10000
HSB13::0599,,candidate,VVD,2,1541
HSB13::0599,,candidate,VVD,3,1660
HSB13::0599,,candidate,VVD,4,12528
HSB13::0599,,candidate,VVD,5,307
HSB13::0599,,candidate,VVD,6,829
HSB13::0599,,candidate,VVD,7,140
HSB13::0599,,candidate,VVD,8,30
HSB13::0599,,candidate,VVD,9,90
HSB13::0599,,candidate,VVD,10,36
HSB13::0599,,candidate,VVD,11,19
HSB13::0599,,candidate,VVD,12,101
HSB13::0599,,candidate,VVD,13,65
HSB13::0599,,candidate,VVD,14,48
HSB13::0599,,candidate,VVD,15,65
HSB13::0599,,candidate,VVD,16,33
HSB13::0599,,candidate,VVD,17,10
HSB13::0599,,candidate,VVD,18,96
HSB13::0599,,candidate,VVD,19,14
HSB13::0599,,candidate,VVD,20,14
HSB13::0599,,candidate,VVD,21,66
HSB13::0599,,candidate,VVD,22,4
HSB13::0599,,candidate,VVD,23,24
HSB13::0599,,candidate,VVD,24,68
HSB13::0599,,candidate,VVD,25,3
HSB13::0599,,candidate,VVD,26,11
HSB13::0599,,candidate,VVD,27,26
HSB13::0599,,candidate,VVD,28,9
HSB13::0599,,candidate,VVD,29,5
HSB13::0599,,candidate,VVD,30,721
HSB13::0599,,candidate,VVD,31,11
HSB13::0599,,candidate,VVD,32,33
HSB13::0599,,candidate,VVD,33,20
HSB13::0599,,candidate,VVD,34,8
HSB13::0599,,candidate,VVD,35,4
HSB13::0599,,candidate,VVD,36,6
HSB13::0599,,candidate,VVD,37,11
HSB13::0599,,candidate,VVD,38,1
HSB13::0599,,candidate,VVD,39,4
HSB13::0599,,candidate,VVD,40,1
HSB13::0599,,candidate,VVD,41,15
HSB13::0599,,candidate,VVD,42,20
HSB13::0599,,candidate,VVD,43,1
HSB13::0599,,candidate,VVD,44,70
HSB13::0599,,candidate,VVD,45,3
HSB13::0599,,candidate,VVD,46,9
HSB13::0599,,candidate,VVD,47,2
HSB13::0599,,candidate,VVD,48,119
HSB13::0599,,candidate,VVD,49,4
HSB13::0599,,candidate,VVD,50,8
HSB13::0599,,candidate,VVD,51,2
HSB13::0599,,candidate,VVD,52,5
HSB13::0599,,candidate,VVD,53,1
HSB13::0599,,candidate,VVD,54,4
HSB13::0599,,candidate,VVD,55,0
HSB13::0599,,candidate,VVD,56,0
HSB13::0599,,candidate,VVD,57,3
HSB13::0599,,candidate,VVD,58,3
HSB13::0599,,candidate,VVD,59,2
HSB13::0599,,candidate,VVD,60,3
HSB13::0599,,candidate,VVD,61,0
HSB13::0599,,candidate,VVD,62,1
HSB13::0599,,candidate,VVD,63,0
HSB13::0599,,candidate,VVD,64,6
HSB13::0599,,candidate,VVD,65,11
HSB13::0599,,candidate,VVD,66,3
HSB13::0599,,candidate,VVD,67,1
HSB13::0599,,candidate,VVD,68,2
HSB13::0599,,candidate,VVD,69,1
HSB13::0599,,candidate,VVD,70,5
HSB13::0599,,candidate,VVD,71,4
HSB13::0599,,candidate,VVD,72,0
HSB13::0599,,candidate,VVD,73,7
HSB13::0599,,candidate,VVD,74,8
HSB13::0599,,candidate,VVD,75,3
HSB13::0599,,candidate,VVD,76,0
HSB13::0599,,candidate,VVD,77,22
HSB13::0599,,candidate,VVD,78,10
HSB13::0599,,candidate,VVD,79,2
HSB13::0599,,candidate,VVD,80,18
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),1,426
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),2,113
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),3,229
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),4,23
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),5,11
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),6,11
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),7,7
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),8,29
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),9,4
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),10,3
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),11,3
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),12,2
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),13,3
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),14,3
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),15,9
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),16,9
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),17,4
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),18,1
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),19,8
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),20,2
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),21,6
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),22,4
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),23,0
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),24,2
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),25,0
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),26,3
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),27,0
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),28,0
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),29,0
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),30,0
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),31,3
HSB13::0599,,candidate,Nieuw Sociaal Contract (NSC),32,3
HSB13::0599,,candidate,D66,1,32178
HSB13::0599,,candidate,D66,2,1031
HSB13::0599,,candidate,D66,3,490
HSB13::0599,,candidate,D66,4,3105
HSB13::0599,,candidate,D66,5,193
HSB13::0599,,candidate,D66,6,1288
HSB13::0599,,candidate,D66,7,694
HSB13::0599,,candidate,D66,8,2583
HSB13::0599,,candidate,D66,9,1149
HSB13::0599,,candidate,D66,10,229
HSB13::0599,,candidate,D66,11,65
HSB13::0599,,candidate,D66,12,222
HSB13::0599,,candidate,D66,13,291
HSB13::0599,,candidate,D66,14,96
HSB13::0599,,candidate,D66,15,330
HSB13::0599,,candidate,D66,16,804
HSB13::0599,,candidate,D66,17,55
HSB13::0599,,candidate,D66,18,204
HSB13::0599,,candidate,D66,19,2457
HSB13::0599,,candidate,D66,20,16
HSB13::0599,,candidate,D66,21,29
HSB13::0599,,candidate,D66,22,18
HSB13::0599,,candidate,D66,23,13
HSB13::0599,,candidate,D66,24,119
HSB13::0599,,candidate,D66,25,46
HSB13::0599,,candidate,D66,26,46
HSB13::0599,,candidate,D66,27,1117
HSB13::0599,,candidate,D66,28,36
HSB13::0599,,candidate,D66,29,755
HSB13::0599,,candidate,D66,30,30
HSB13::0599,,candidate,D66,31,1142
HSB13::0599,,candidate,D66,32,36
HSB13::0599,,candidate,D66,33,58
HSB13::0599,,candidate,D66,34,86
HSB13::0599,,candidate,D66,35,45
HSB13::0599,,candidate,D66,36,135
HSB13::0599,,candidate,D66,37,11
HSB13::0599,,candidate,D66,38,26
HSB13::0599,,candidate,D66,39,2
HSB13::0599,,candidate,D66,40,17
HSB13::0599,,candidate,D66,41,13
HSB13::0599,,candidate,D66,42,3
HSB13::0599,,candidate,D66,43,2
HSB13::0599,,candidate,D66,44,3
HSB13::0599,,candidate,D66,45,0
HSB13::0599,,candidate,D66,46,17
HSB13::0599,,candidate,D66,47,51
HSB13::0599,,candidate,D66,48,58
HSB13::0599,,candidate,D66,49,116
HSB13::0599,,candidate,D66,50,473
HSB13::0599,,candidate,BBB,1,971
HSB13::0599,,candidate,BBB,2,833
HSB13::0599,,candidate,BBB,3,21
HSB13::0599,,candidate,BBB,4,33
HSB13::0599,,candidate,BBB,5,25
HSB13::0599,,candidate,BBB,6,38
HSB13::0599,,candidate,BBB,7,6
HSB13::0599,,candidate,BBB,8,49
HSB13::0599,,candidate,BBB,9,3
HSB13::0599,,candidate,BBB,10,1
HSB13::0599,,candidate,BBB,11,3
HSB13::0599,,candidate,BBB,12,21
HSB13::0599,,candidate,BBB,13,2
HSB13::0599,,candidate,BBB,14,0
HSB13::0599,,candidate,BBB,15,9
HSB13::0599,,candidate,BBB,16,8
HSB13::0599,,candidate,BBB,17,0
HSB13::0599,,candidate,BBB,18,4
HSB13::0599,,candidate,BBB,19,5
HSB13::0599,,candidate,BBB,20,0
HSB13::0599,,candidate,BBB,21,0
HSB13::0599,,candidate,BBB,22,5
HSB13::0599,,candidate,BBB,23,2
HSB13::0599,,candidate,BBB,24,8
HSB13::0599,,candidate,BBB,25,0
HSB13::0599,,candidate,BBB,26,2
HSB13::0599,,candidate,BBB,27,1
HSB13::0599,,candidate,BBB,28,3
HSB13::0599,,candidate,BBB,29,0
HSB13::0599,,candidate,BBB,30,0
HSB13::0599,,candidate,BBB,31,1
HSB13::0599,,candidate,BBB,32,2
HSB13::0599,,candidate,BBB,33,0
HSB13::0599,,candidate,BBB,34,1
HSB13::0599,,candidate,BBB,35,0
HSB13::0599,,candidate,BBB,36,0
HSB13::0599,,candidate,BBB,37,1
HSB13::0599,,candidate,BBB,38,0
HSB13::0599,,candidate,BBB,39,1
HSB13::0599,,candidate,BBB,40,4
HSB13::0599,,candidate,BBB,41,0
HSB13::0599,,candidate,BBB,42,0
HSB13::0599,,candidate,BBB,43,0
HSB13::0599,,candidate,BBB,44,1
HSB13::0599,,candidate,BBB,45,0
HSB13::0599,,candidate,BBB,46,0
HSB13::0599,,candidate,BBB,47,0
HSB13::0599,,candidate,BBB,48,1
HSB13::0599,,candidate,BBB,49,1
HSB13::0599,,candidate,BBB,50,4
HSB13::0599,,candidate,CDA,1,17354
HSB13::0599,,candidate,CDA,2,905
HSB13::0599,,candidate,CDA,3,110
HSB13::0599,,candidate,CDA,4,192
HSB13::0599,,candidate,CDA,5,32
HSB13::0599,,candidate,CDA,6,142
HSB13::0599,,candidate,CDA,7,31
HSB13::0599,,candidate,CDA,8,59
HSB13::0599,,candidate,CDA,9,11
HSB13::0599,,candidate,CDA,10,39
HSB13::0599,,candidate,CDA,11,53
HSB13::0599,,candidate,CDA,12,117
HSB13::0599,,candidate,CDA,13,17
HSB13::0599,,candidate,CDA,14,43
HSB13::0599,,candidate,CDA,15,21
HSB13::0599,,candidate,CDA,16,40
HSB13::0599,,candidate,CDA,17,15
HSB13::0599,,candidate,CDA,18,57
HSB13::0599,,candidate,CDA,19,4
HSB13::0599,,candidate,CDA,20,9
HSB13::0599,,candidate,CDA,21,179
HSB13::0599,,candidate,CDA,22,11
HSB13::0599,,candidate,CDA,23,15
HSB13::0599,,candidate,CDA,24,109
HSB13::0599,,candidate,CDA,25,6
HSB13::0599,,candidate,CDA,26,80
HSB13::0599,,candidate,CDA,27,20
HSB13::0599,,candidate,CDA,28,24
HSB13::0599,,candidate,CDA,29,170
HSB13::0599,,candidate,CDA,30,58
HSB13::0599,,candidate,CDA,31,2
HSB13::0599,,candidate,CDA,32,6
HSB13::0599,,candidate,CDA,33,60
HSB13::0599,,candidate,CDA,34,4
HSB13::0599,,candidate,CDA,35,12
HSB13::0599,,candidate,CDA,36,9
HSB13::0599,,candidate,CDA,37,46
HSB13::0599,,candidate,CDA,38,1
HSB13::0599,,candidate,CDA,39,18
HSB13::0599,,candidate,CDA,40,9
HSB13::0599,,candidate,CDA,41,27
HSB13::0599,,candidate,CDA,42,1
HSB13::0599,,candidate,CDA,43,3
HSB13::0599,,candidate,CDA,44,5
HSB13::0599,,candidate,CDA,45,4
HSB13::0599,,candidate,CDA,46,14
HSB13::0599,,candidate,CDA,47,8
HSB13::0599,,candidate,CDA,48,1
HSB13::0599,,candidate,CDA,49,3
HSB13::0599,,candidate,CDA,50,54
HSB13::0599,,candidate,SP (Socialistische Partij),1,3848
HSB13::0599,,candidate,SP (Socialistische Partij),2,930
HSB13::0599,,candidate,SP (Socialistische Partij),3,375
HSB13::0599,,candidate,SP (Socialistische Partij),4,54
HSB13::0599,,candidate,SP (Socialistische Partij),5,381
HSB13::0599,,candidate,SP (Socialistische Partij),6,29
HSB13::0599,,candidate,SP (Socialistische Partij),7,17
HSB13::0599,,candidate,SP (Socialistische Partij),8,375
HSB13::0599,,candidate,SP (Socialistische Partij),9,85
HSB13::0599,,candidate,SP (Socialistische Partij),10,5
HSB13::0599,,candidate,SP (Socialistische Partij),11,4
HSB13::0599,,candidate,SP (Socialistische Partij),12,53
HSB13::0599,,candidate,SP (Socialistische Partij),13,17
HSB13::0599,,candidate,SP (Socialistische Partij),14,51
HSB13::0599,,candidate,SP (Socialistische Partij),15,4
HSB13::0599,,candidate,SP (Socialistische Partij),16,2
HSB13::0599,,candidate,SP (Socialistische Partij),17,10
HSB13::0599,,candidate,SP (Socialistische Partij),18,41
HSB13::0599,,candidate,SP (Socialistische Partij),19,7
HSB13::0599,,candidate,SP (Socialistische Partij),20,131
HSB13::0599,,candidate,SP (Socialistische Partij),21,5
HSB13::0599,,candidate,SP (Socialistische Partij),22,13
HSB13::0599,,candidate,SP (Socialistische Partij),23,0
HSB13::0599,,candidate,SP (Socialistische Partij),24,3
HSB13::0599,,candidate,SP (Socialistische Partij),25,1
HSB13::0599,,candidate,SP (Socialistische Partij),26,5
HSB13::0599,,candidate,SP (Socialistische Partij),27,1
HSB13::0599,,candidate,SP (Socialistische Partij),28,5
HSB13::0599,,candidate,SP (Socialistische Partij),29,9
HSB13::0599,,candidate,SP (Socialistische Partij),30,6
HSB13::0599,,candidate,SP (Socialistische Partij),31,3
HSB13::0599,,candidate,SP (Socialistische Partij),32,2
HSB13::0599,,candidate,SP (Socialistische Partij),33,2
HSB13::0599,,candidate,SP (Socialistische Partij),34,11
HSB13::0599,,candidate,SP (Socialistische Partij),35,6
HSB13::0599,,candidate,SP (Socialistische Partij),36,102
HSB13::0599,,candidate,SP (Socialistische Partij),37,2
HSB13::0599,,candidate,SP (Socialistische Partij),38,3
HSB13::0599,,candidate,SP (Socialistische Partij),39,1
HSB13::0599,,candidate,SP (Socialistische Partij),40,80
HSB13::0599,,candidate,SP (Socialistische Partij),41,4
HSB13::0599,,candidate,SP (Socialistische Partij),42,2
HSB13::0599,,candidate,SP (Socialistische Partij),43,2
HSB13::0599,,candidate,SP (Socialistische Partij),44,26
HSB13::0599,,candidate,SP (Socialistische Partij),45,1
HSB13::0599,,candidate,SP (Socialistische Partij),46,0
HSB13::0599,,candidate,SP (Socialistische Partij),47,0
HSB13::0599,,candidate,SP (Socialistische Partij),48,41
HSB13::0599,,candidate,SP (Socialistische Partij),49,2
HSB13::0599,,candidate,SP (Socialistische Partij),50,40
HSB13::0599,,candidate,DENK,1,17889
HSB13::0599,,candidate,DENK,2,3350
HSB13::0599,,candidate,DENK,3,1523
HSB13::0599,,candidate,DENK,4,711
HSB13::0599,,candidate,DENK,5,499
HSB13::0599,,candidate,DENK,6,243
HSB13::0599,,candidate,DENK,7,295
HSB13::0599,,candidate,DENK,8,178
HSB13::0599,,candidate,DENK,9,90
HSB13::0599,,candidate,DENK,10,70
HSB13::0599,,candidate,DENK,11,87
HSB13::0599,,candidate,DENK,12,100
HSB13::0599,,candidate,DENK,13,48
HSB13::0599,,candidate,DENK,14,86
HSB13::0599,,candidate,DENK,15,11
HSB13::0599,,candidate,DENK,16,60
HSB13::0599,,candidate,DENK,17,97
HSB13::0599,,candidate,DENK,18,88
HSB13::0599,,candidate,DENK,19,40
HSB13::0599,,candidate,DENK,20,240
HSB13::0599,,candidate,DENK,21,13
HSB13::0599,,candidate,DENK,22,153
HSB13::0599,,candidate,DENK,23,65
HSB13::0599,,candidate,DENK,24,110
HSB13::0599,,candidate,DENK,25,29
