ChristenUnie,36,Ed Bosma,M,,,,,,
ChristenUnie,37,Gerard Stoop,M,,,,,,
ChristenUnie,38,Twan Moes,M,,,,,,
ChristenUnie,39,Dianne Hoefakker,V,https://www.christenunie.nl/mensen/dianne-hoefakker,https://www.linkedin.com/in/dianne-hoefakker-laanstra-80b1969b/,,https://www.instagram.com/diannehoefakker/,https://www.facebook.com/dianne.hoefakker.3,
ChristenUnie,40,Jeroen Westendorp,M,,,,,,
ChristenUnie,41,Jan Peter van der Sluis,M,,,,,,
ChristenUnie,42,Maikel la Rose,M,,,,,,
ChristenUnie,43,Elizabeth Bronkhorst-van Poortvliet,V,https://www.christenunie.nl/mensen/elizabeth-bronkhorst-van-poortvliet,https://www.linkedin.com/in/elizabeth-bronkhorst-van-poortvliet-48968819/,,https://www.instagram.com/elizabethbronkho/,https://www.facebook.com/elizabeth.b.poortvliet,
ChristenUnie,44,Thijs Scherrenburg,M,,,,,,
ChristenUnie,45,Marcel Vercammen,M,,,,,,
ChristenUnie,46,Gerald Troost,M,,,,,,
ChristenUnie,47,Elbert Smelt,M,,,,,,
ChristenUnie,48,Cees Dekker,M,,,,,,
ChristenUnie,49,Jurjen ten Brinke,M,,,,,,
ChristenUnie,50,Beatrice de Graaf,V,https://www.christenunie.nl/mensen/beatrice-de-graaf,https://www.linkedin.com/in/beatrice-de-graaf-93630a6/,,https://www.instagram.com/badegraaf/,,
D66,1,Rob Jetten,M,,,,,,
D66,2,Jan Paternotte,M,,,,,,
D66,3,Hans Vijlbrief,M,,,,,,
D66,4,Anne-Marijke Podt,V,https://d66.nl/mensen/anne-marijke-podt/,https://www.linkedin.com/in/annemarijkepodt/?originalSubdomain=nl,https://x.com/Annemarijke?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/annemarijke/,https://www.facebook.com/annemarijke.podt/,https://blueskydirectory.com/profiles/annemarijke.bsky.social
D66,5,Joost Sneller,M,,,,,,
D66,6,Nathalie van Berkel,V,https://d66.nl/nieuws/advieslijst-tweede-kamerverkiezing-2025/,https://www.linkedin.com/in/nathalie-van-berkel-85157a14/,https://x.com/Vanberkel2508?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/nathalie_vanberkel/,,https://bsky.app/profile/nathalievanberkel.bsky.social
D66,7,Wieke Paulusma,V,https://d66.nl/mensen/wieke-paulusma/,https://www.linkedin.com/in/wiekepaulusma/?originalSubdomain=nl,https://x.com/wiepau?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/wiekepaulusma/,https://www.facebook.com/wpaulusma/?locale=nl_NL,https://bsky.app/profile/ilanarooderkerk.bsky.social,https://bsky.app/profile/wiekepaulusma.bsky.social
D66,8,Fatimazhra Belhirch,V,https://d66.nl/eerstekamer/mensen/fatimazhra-belhirch/,https://www.linkedin.com/in/fatimazhrabelhirch/?originalSubdomain=nl,,https://www.instagram.com/fatimazhrabelhirch/,,
D66,9,Hanneke van der Werf,V,https://d66.nl/mensen/hanneke-van-der-werf/,https://www.linkedin.com/in/hannekevanderwerf/?originalSubdomain=nl,https://x.com/hannekevdwerf,https://www.instagram.com/hannekevdw/,,
D66,10,Mpanzu Bamenga,M,,,,,,
D66,11,Felix Klos,M,,,,,,
D66,12,Marijke Synhaeve,V,https://d66.nl/nijmegen/mensen/marijke-synheave/,https://www.linkedin.com/in/marijkesynhaeve/?originalSubdomain=nl,https://x.com/MarijkeSynhaeve?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/marijke.synhaeve/,,
D66,13,Ilana Rooderkerk,V,https://d66.nl/mensen/ilana-rooderkerk/ https://www.ilanarooderkerk.nl/,https://www.linkedin.com/in/ilanarooderkerk/?originalSubdomain=nl,https://x.com/IlanaRooderkerk?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/ilanarooderkerk/?hl=nl,https://www.facebook.com/IlanaRooderkerkD66/?locale=nl_NL,
D66,14,Robert van Asten,M,,,,,,
D66,15,Ouafa Oualhadj,V,https://ouafa.nl/,https://www.linkedin.com/in/ouafa-oualhadj-1613b850/?originalSubdomain=nl,https://x.com/ouafa070?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/ouafa070/,,
D66,16,Anouschka Biekman,V,https://d66.nl/schiedam/mensen/anouschka-biekman/,https://www.linkedin.com/in/anouschkabiekman/?originalSubdomain=nl,,https://www.instagram.com/anouschkabiekman/,https://www.facebook.com/AnouschkaBiekman/,
D66,17,Renilde Huizenga,V,https://d66.nl/zwolle/mensen/renilde-huizenga/,https://www.linkedin.com/in/renildehuizenga/,,https://www.instagram.com/edliner/,https://www.facebook.com/AnouschkaBiekman/,
D66,18,Heera Dijk,V,https://d66.nl/delft/mensen/heera-dijk-2/,https://www.linkedin.com/in/heeradijk/?originalSubdomain=nl,,https://www.instagram.com/heera.d/,,
D66,19,Sarah El Boujdaini,V,https://d66.nl/rotterdam/mensen/sarah-el-boujdaini-2/,https://www.linkedin.com/in/sarah-el-boujdaini-53028449/?originalSubdomain=nl,,https://www.instagram.com/sarahboujdaini/,,
D66,20,Henk-Jan Oosterhuis,M,,,,,,
D66,21,Jan Schoonis,M,,,,,,
D66,22,Koen Castelein,M,,,,,,
D66,23,Stephan Neijenhuis,M,,,,,,
D66,24,Ulas Kose,M,,,,,,
D66,25,Marc Vervuurt,M,,,,,,
D66,26,Dion Huidekooper,M,,,,,,
D66,27,Marieke Vellinga-Beemsterboer,V,https://d66.nl/mensen/marieke-vellinga-beemsterboer/,https://www.linkedin.com/in/marieke-vellinga-beemsterboer-11a526171/?originalSubdomain=nl,,https://www.instagram.com/vellingabeemsterboer/,,
D66,28,Robin van Leijen,M,,,,,,
D66,29,Michelle Jagtenberg,V,https://d66.nl/nieuws/advieslijst-tweede-kamerverkiezing-2025/,https://www.linkedin.com/in/michellejagtenberg/?originalSubdomain=nl,,https://www.instagram.com/mhjagtenberg/?hl=af,,
D66,30,Mahjoub Mathlouti,M,,,,,,
D66,31,Lisanne van Damme,V,https://d66.nl/zuidholland/mensen/lisanne-van-damme/,https://www.linkedin.com/in/lisanne-van-damme/?originalSubdomain=nl,https://x.com/lisannevandamme,https://www.instagram.com/lisanne_van_damme/,https://www.facebook.com/lisanne.vandamme2/,
D66,32,Yared Stifanos,M,,,,,,
D66,33,Marike Hoekstra,V,,https://www.linkedin.com/in/marike-hoekstra-6933ba/?originalSubdomain=nl,,https://www.instagram.com/hmarike?igsh=MW8xb3kwZW5rZDZhaQ==,,
D66,34,Hester Borm,V,https://hesterborm.com/,https://www.linkedin.com/in/hesterborm/?originalSubdomain=cl,https://x.com/HesterBorm/,https://www.instagram.com/hborm/,https://www.facebook.com/people/Hester-Borm/61579025590829/#,
D66,35,Elke Smulders,V,https://d66.nl/gelderland/mensen/elke-smulders/,https://www.linkedin.com/in/elke-smulders-27975812/?originalSubdomain=nl,https://x.com/ElkesmuldersD66/with_replies,https://www.instagram.com/elkesmulders/,https://www.facebook.com/elke.meyerssmulders/?locale=nl_NL,
D66,36,Nes Barkey Wolf,M,,,,,,
D66,37,Ocker Ghering,M,,,,,,
D66,38,Elze Woudstra,V,,https://www.linkedin.com/in/elzewoudstra/?originalSubdomain=nl,,https://www.instagram.com/elzewoudstra/,https://www.facebook.com/elze.woudstra/,
D66,39,Björn Bonten,M,,,,,,
D66,40,Marloes Derks,V,https://d66.nl/heemstede/mensen/marloes-derks/,https://www.linkedin.com/in/marloes-derks/?originalSubdomain=nl,,https://www.instagram.com/marloesd66/,https://nl-nl.facebook.com/people/Marloes-Derks/pfbid02vFfDiA7ZSNh9vvEjByWoPP2SxTaveXmdAHKnKGF9CAJC9vYiGCYR8AVNBChi8deAl/,
D66,41,Samantha Regtuijt,V,,https://www.linkedin.com/in/samantharegtuijt/?originalSubdomain=nl,,https://www.instagram.com/justsamm_/,,
D66,42,Yvo Senden,M,,,,,,
D66,43,Jan Teake Pander,M,,,,,,
D66,44,Thom Berends,M,,,,,,
D66,45,Remy Maessen,M,,,,,,
D66,46,,V,https://d66.nl/provinciegroningen/mensen/fleur-graper-van-koolwijk/,https://www.linkedin.com/in/fleurgraepervankoolwijk/?originalSubdomain=nl,https://x.com/fleurgraeper,https://www.instagram.com/fleurgraeper/,,
D66,47,,V,https://d66.nl/mensen/pia-dijkstra/,https://www.linkedin.com/in/pia-dijkstra-61180610/,,https://www.instagram.com/ministermzdijkstra/,https://www.facebook.com/pia.dijkstra.391,
D66,48,,V,,https://www.linkedin.com/in/kajsaollongren/?originalSubdomain=nl,https://x.com/kajsaollongren,https://www.instagram.com/kajsaollongren/,,https://web-cdn.bsky.app/profile/kajsaollongren.bsky.social
D66,49,Robbert Dijkgraaf,M,,,,,,
D66,50,Sandra Phlippen,V,,https://www.linkedin.com/in/sandra-phlippen/?originalSubdomain=nl,,,,
DE LINIE,1,Gerard van Hooft,M,,,,,,
DE LINIE,2,Jojo Mulder,V,,,,,,
DE LINIE,3,Presley Bergen,M,,,,,,
DE LINIE,4,Tineke Bulder,V,,,,,,
DE LINIE,5,George Peeters,M,,,,,,
DE LINIE,6,Wytse van der Veen,M,,,,,,
DE LINIE,7,John Voets,M,,,,,,
DE LINIE,8,Selda Bozkurt,V,,,,,,
DE LINIE,9,Steven Gielisse,M,,,,,,
DE LINIE,10,Ria Derks van de Ven - Poldervaart,V,,,,,,
DE LINIE,11,Ad Kastelijn,M,,,,,,
DE LINIE,12,Bas Klasen,M,,,,,,
DE LINIE,13,Corinne Roos,V,,,,,,
DE LINIE,14,Denis Wood,M,,,,,,
DE LINIE,15,Petra Kastelijn,V,,,,,,
DENK,1,Stephan van Baarle,M,,,,,,
DENK,2,Doğukan Ergin,M,,,,,,
DENK,3,Ismail el Abassi,M,,,,,,
DENK,4,Elif Esen,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,https://nl.linkedin.com/in/elif-esen-05072b28,,https://www.instagram.com/elifxesen/?hl=en,,
DENK,5,Nassira Abaâziz,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,https://nl.linkedin.com/in/nassira-aba%C3%A2ziz-82a11527,,https://www.instagram.com/nassira_abaaziz?igsh=cmY2NzNpcGtvdW10,,
DENK,6,Nur Icar,M,,,,,,
DENK,7,Elika Rehim Zadeh,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,https://nl.linkedin.com/in/elika-rehim-zadeh-250228167,https://x.com/elikarhmz?lang=en,https://www.instagram.com/elikarehimzadeh/?hl=en,,
DENK,8,Ibrahim Ghazi,M,,,,,,
DENK,9,Sabina Alieva,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,,,https://www.instagram.com/sabina__alieva__?igsh=NTR0ajJkZGk4ZW5t,,
DENK,10,Orlando Hellings,M,,,,,,
DENK,11,Ayse Tekin,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,https://nl.linkedin.com/in/ayse-tekin-konuksever-76a956112,https://x.com/aysekonuksever?lang=en,,,
DENK,12,Ahmet Kaya,M,,,,,,
DENK,13,Şeyda Kuzey,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,https://nl.linkedin.com/in/seydakuzey,,https://www.instagram.com/kuzeyinkiziseyda?igsh=MThyemo3dG1naGt4cQ==,,
DENK,14,Ramazan Özcan,M,,,,,,
DENK,15,Timotheus Tap,M,,,,,,
DENK,16,Emma Manhoef,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,https://nl.linkedin.com/in/emma-manhoef-a0b3a5384,,,,
DENK,17,Sheher Khan,M,,,,,,
DENK,18,Furkan Kondu,M,,,,,,
DENK,19,Stephan Kuipers,M,,,,,,
DENK,20,Aysel Ağirbaş,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,https://nl.linkedin.com/in/aysel-agirbas-93b76123a,,,,
DENK,21,Melehat Heybeli,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,,,https://www.instagram.com/melehatheybeli?igsh=OXJid2l1OWR5c3Np,,
DENK,22,Adeel Mahmood,M,,,,,,
DENK,23,Majda Sakim,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,,,https://www.instagram.com/melehatheybeli?igsh=OXJid2l1OWR5c3Np,,
DENK,24,Iliaas Abdoelrahman,M,,,,,,
DENK,25,Esra Al Mansoury,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,https://www.linkedin.com/posts/esra-almansoury-8279722b8_jongerenbewegingoppositie-denk-activity-7274519257877540864-Rncn,,,,
DENK,26,Anissa Amraoui,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,,,https://www.instagram.com/anissalina/?hl=en,,
DENK,27,Ranim Agha,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,,,,,
DENK,28,Mustafa Bal,M,,,,,,
DENK,29,Zainab Abubaker,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,,,,,
DENK,30,Burhan Aydin,M,,,,,,
DENK,31,Esraa Aboelkasem,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,https://nl.linkedin.com/in/esraa-yasser-aboelkasem-74ab05237,,https://www.instagram.com/esraa.aboelkasem_/,,
DENK,32,Emin Ayverdi,M,,,,,,
DENK,33,Lamba Neshan,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,https://www.linkedin.com/in/lamba-neshan-69322019a/,,https://www.instagram.com/lamba.neshan?igsh=MTdueGgwOXZhaTY0cg==,,
DENK,34,Gürkan Gökmen,M,,,,,,
DENK,35,Mohamed El Majjaoui,M,,,,,,
DENK,36,Omar Fkihi,M,,,,,,
DENK,37,Hakan Ünal,M,,,,,,
DENK,38,Naoufal Akhatab,M,,,,,,
DENK,39,Selim Özçelik,M,,,,,,
DENK,40,Can Bayrakci,M,,,,,,
DENK,41,Mustafa Kocabiyik,M,,,,,,
DENK,42,Achraf el Ghaddari,M,,,,,,
DENK,43,Beytullah Çelik,M,,,,,,
DENK,44,Beril Tacirlioğlu,V,https://www.bewegingdenk.nl/tweede-kamerverkiezingen-2025/,,,https://www.instagram.com/beriltacirlioglu?igsh=MW9sNXNzaTIycnkydQ==,,
DENK,45,Anouar Yacoubi,M,,,,,,
DENK,46,Erdoğan Şahin,M,,,,,,
DENK,47,Jamal Moussane,M,,,,,,
DENK,48,Yusuf Dağdelen,M,,,,,,
DENK,49,Tahsin Bülbül,M,,,,,,
DENK,50,Faouzi Achbar,M,,,,,,
ELLECT,1,Joana Amoah,V,,,,,,
ELLECT,2,Esther Morisson,V,,,,,,
ELLECT,3,Eddie de Sera,M,,,,,,
ELLECT,4,Katia Rodrigues de Souza,V,,,,,,
ELLECT,5,Ferdinand Anthonij de Jongh,M,,,,,,
ELLECT,6,Ruthsela Regalda Ustasia,V,,,,,,
ELLECT,7,Margo Celestine van Rhemen,V,,,,,,
ELLECT,8,Maria Joanna Petronella Vinken,V,,,,,,
FNP,1,Aant Jelle Soepboer,M,,,,,,
FNP,2,Durk Krol,M,,,,,,
FNP,3,Japke van Groning,V,https://www.fnp.frl/nl/tk-2025/,,,https://www.instagram.com/japke1979?igsh=MWtkczJkdnZzdjNvNg==,,
FNP,4,Aimée van der Ham,V,https://www.fnp.frl/nl/tk-2025/,,,,,
FNP,5,Roy Luca,M,,,,,,
FNP,6,Geke Kiers,V,https://www.fnp.frl/nl/tk-2025/,,https://x.com/gekekiers,https://www.instagram.com/kiersgeke?igsh=MW5lc2lxYTA1bGM4Zw==,,
FNP,7,Ate Bouma,M,,,,,,
FNP,8,Britte van Die,V,https://www.fnp.frl/nl/tk-2025/,,,https://www.instagram.com/lokaalbelangbritte/,,
FNP,9,Fasil Kuipers,M,,,,,,
FNP,10,Tsjeard Hofstra,M,,,,,,
FNP,11,Klaas Fokkinga,M,,,,,,
FNP,12,Colin Klingestijn,M,,,,,,
FNP,13,Sita Land-Dotinga,V,,,,,,
FNP,14,Jacob Wijnsma,M,,,,,,
FNP,15,Theun Wiersma,M,,,,,,
FNP,16,Nils van Mourik,M,,,,,,
FNP,17,Dinie Visser,V,,,,https://www.instagram.com/dinie_visser/,,
FNP,18,Peter Boomsma,M,,,,,,
FNP,19,Willem Wouda,M,,,,,,
FNP,20,Tieme Heeringa,M,,,,,,
FNP,21,Marco Hoekstra,M,,,,,,
FNP,22,Foppe Land,M,,,,,,
FNP,23,Thom Feddema,M,,,,,,
FNP,24,Tjitte Hemstra,M,,,,,,
FNP,25,Libbe Kees Talma,M,,,,,,
FNP,26,Dave Herms,M,,,,,,
FNP,27,Andries de Boer,M,,,,,,
FNP,28,Astrid de Deugd,V,,https://nl.linkedin.com/in/astrid-de-deugd-98899b12b,,https://www.instagram.com/astriddedeugd?igsh=MWMwajR0cXVqMmtv,https://www.facebook.com/dinie.visser.754/,
FNP,29,Pieter van Althuis,M,,,,,,
FNP,30,Age de Jong,M,,,,,,
FNP,31,Bert Vollema,M,,,,,,
FNP,32,Nynke Hinke Rintjema,V,,,,,https://www.facebook.com/nynke.hinke/,
FNP,33,Dieke van der Pol,V,,https://nl.linkedin.com/in/dieke-van-der-pol-07b76b18a,,,,
FNP,34,Alette Kleefstra,V,,,,,,
FNP,35,Trijntje Albada,V,,,,,,
FNP,36,Ultsje Hosper,M,,,,,,
FNP,37,Corrie Bergstra-Veldhuis,V,,,,,,
FNP,38,Sannah Debreczeni,V,,,,,,
FNP,39,Bouwina van Dellen,V,,https://nl.linkedin.com/in/bouwina-van-dellen-3984b3139,,,,
FNP,40,Frank de Boer,M,,,,,,
FNP,41,Henk de Boer,M,,,,,,
FNP,42,Tjibbe Brinkman,M,,,,,,
FNP,43,Jan Dijkstra,M,,,,,,
FNP,44,Durk Durksz,M,,,,,,
FNP,45,Sytze Brouwer,M,,,,,,
FNP,46,Harmen Brouwer,M,,,,,,
FNP,47,Hindrik van der Meer,M,,,,,,
FNP,48,Sijbe Knol,M,,,,,,
FNP,49,Sybren Singelsma,M,,,,,,
Forum voor Democratie,1,Lidewij de Vos,V,https://fvd.nl/kandidatenlijst,https://nl.linkedin.com/in/lidewij-de-vos-59279b157,https://x.com/lidewij_devos?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/lidewij_devos/,https://www.facebook.com/profile.php?id=61580189461147,
Forum voor Democratie,2,Thierry Baudet,M,,,,,,
Forum voor Democratie,3,Gideon van Meijeren,M,,,,,,
Forum voor Democratie,4,Frederik Jansen,M,,,,,,
Forum voor Democratie,5,Ralf Dekker,M,,,,,,
Forum voor Democratie,6,Pepijn van Houwelingen,M,,,,,,
Forum voor Democratie,7,Peter van Duyvenvoorde,M,,,,,,
Forum voor Democratie,8,Tom Russcher,M,,,,,,
Forum voor Democratie,9,Massimo Etalle,M,,,,,,
Forum voor Democratie,10,Milan Schenk,M,,,,,,
Forum voor Democratie,11,Iem al Biyati,V,,,https://x.com/biemyati,https://www.instagram.com/biemyati/?hl=nl,https://www.facebook.com/iembutani/,
Forum voor Democratie,12,Andreas Bakir,M,,,,,,
Forum voor Democratie,13,Ramon van Asch,M,,,,,,
Forum voor Democratie,14,Nicolas Knoester,M,,,,,,
Forum voor Democratie,15,Pelle Koopman,M,,,,,,
Forum voor Democratie,16,Brigitte Antolini,V,,,https://x.com/BrigitteFVD?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,
Forum voor Democratie,17,Esther Hendriksen,V,,https://www.linkedin.com/in/esthermauriks/?originalSubdomain=nl,,https://www.instagram.com/esther_hendriksen_fvd?igsh=Z2k3dmQ0NDZhZDF5,https://www.facebook.com/profile.php?id=61580092030101,
Forum voor Democratie,18,Brent Hadderingh,M,,,,,,
Forum voor Democratie,19,Tommy Panis,M,,,,,,
Forum voor Democratie,20,Vincent Vos,M,,,,,,
Forum voor Democratie,21,Fouad el Masoudi,M,,,,,,
Forum voor Democratie,22,Marco van den Boomgaard,M,,,,,,
Forum voor Democratie,23,Marianne Akkermans,V,,https://www.linkedin.com/in/3a7666334/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3B1nPLiRF7RDC1hR2JLmfufQ%3D%3D,https://x.com/akkermans_amigo?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/akkermanslinssen/,https://www.facebook.com/marianne.akkermanslinssen,
Forum voor Democratie,24,Luca de Clippelaar,M,,,,,,
Forum voor Democratie,25,Moriah Hartman,V,,,,,,
Forum voor Democratie,26,Jelle Wittebrood,M,,,,,,
Forum voor Democratie,27,Jasper van der Voort,M,,,,,,
Forum voor Democratie,28,Peter Vermaas,M,,,,,,
Forum voor Democratie,29,Yvonne de Graaff,V,,,,,,
Forum voor Democratie,30,Maxime de Lange,V,,,,,,
Forum voor Democratie,31,Kay Burgemeester,M,,,,,,
Forum voor Democratie,32,Patty Spoek,V,,https://www.linkedin.com/in/patty-spoek-van-dinther-59638637/?originalSubdomain=nl,https://x.com/pspoek,https://www.instagram.com/pattyspoek/,,
Forum voor Democratie,33,Cirano van Haarlem,M,,,,,,
Forum voor Democratie,34,Yolande Boom,V,,,,,,
Forum voor Democratie,35,Claire Middelkoop,V,,https://www.linkedin.com/in/claire-middelkoop-b38568237/?originalSubdomain=nl,https://x.com/clairemiddelko2,,,
Forum voor Democratie,36,Jelena Postuma,V,,https://www.linkedin.com/in/jelenavictoriapostuma/?originalSubdomain=nl,https://x.com/jelenavictoria?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,https://www.facebook.com/jelena.postuma/?locale=nl_NL,
Forum voor Democratie,37,Elisabeth de Heer,V,,,,,,
Forum voor Democratie,38,Remco Roelofs,M,,,,,,
Forum voor Democratie,39,Theo Heller,M,,,,,,
Forum voor Democratie,40,Tibor Wouda,M,,,,,,
Forum voor Democratie,41,Peter Verstegen,M,,,,,,
Forum voor Democratie,42,Johan Dessing,M,,,,,,
Forum voor Democratie,43,Machiel de Graaf,M,,,,,,
Forum voor Democratie,44,Chris Meijdam,M,,,,,,
Forum voor Democratie,45,Pim van Rijswijk,M,,,,,,
Forum voor Democratie,46,Hans van de Breevaart,M,,,,,,
Forum voor Democratie,47,Bas Filippini,M,,,,,,
Forum voor Democratie,48,Anton van Schijndel,M,,,,,,
Forum voor Democratie,49,Leroy Alberts,M,,,,,,
Forum voor Democratie,50,Joris van den Oetelaar,M,,,,,,
GROENLINKS / Partij van de Arbeid (PvdA),1,Frans Timmermans,M,,,,,,
GROENLINKS / Partij van de Arbeid (PvdA),2,Esmah Lahlah,V,https://groenlinkspvda.nl/onze-mensen/tweede-kamer/esmah-lahlah/,https://nl.linkedin.com/in/esmah-lahlah-2b136212,https://x.com/a_lahlah?lang=en,https://www.instagram.com/esmah_lahlah/,,https://bsky.app/profile/esmahlahlah.bsky.social
GROENLINKS / Partij van de Arbeid (PvdA),3,Jesse Klaver,M,,,,,,
GROENLINKS / Partij van de Arbeid (PvdA),4,Kati Piri,V,https://groenlinkspvda.nl/onze-mensen/tweede-kamer/kati-piri/,https://nl.linkedin.com/in/kati-piri-4ab3a02,https://x.com/katipiri?lang=en,https://www.instagram.com/katipiri/?hl=en,https://www.facebook.com/KatiPiriMEP/,https://bsky.app/profile/katipiri.bsky.social
GROENLINKS / Partij van de Arbeid (PvdA),5,Lisa Westerveld,V,https://groenlinkspvda.nl/onze-mensen/tweede-kamer/lisa-westerveld/,https://nl.linkedin.com/in/lisawesterveld,https://x.com/lisawesterveld,https://www.instagram.com/lisa_westerveld/,https://www.facebook.com/LisaWesterveldGroenLinks/,https://bsky.app/profile/lisawesterveld.bsky.social
GROENLINKS / Partij van de Arbeid (PvdA),6,Marjolein Moorman,V,https://groenlinkspvda.nl/onze-mensen/kandidaten-tk25/marjolein-moorman/,https://nl.linkedin.com/in/marjoleinmoorman,https://x.com/marjoleinmoor?lang=en,https://www.instagram.com/marjolein_moorman/?hl=en,https://www.facebook.com/marjoleinpvda/,https://bsky.app/profile/marjoleinmoorman.bsky.social
GROENLINKS / Partij van de Arbeid (PvdA),7,Luc Stultiens,M,,,,,,
GROENLINKS / Partij van de Arbeid (PvdA),8,Habtamu de Hoop,M,,,,,,
GROENLINKS / Partij van de Arbeid (PvdA),9,Laura Bromet,V,https://groenlinkspvda.nl/onze-mensen/tweede-kamer/laura-bromet/,https://nl.linkedin.com/in/laura-bromet-b980aaa,https://x.com/laurabromet?lang=en,https://www.instagram.com/laurabromet/?hl=en,,https://bsky.app/profile/laurabromet.bsky.social
GROENLINKS / Partij van de Arbeid (PvdA),10,Sjoukje van Oosterhout,V,https://groenlinkspvda.nl/onze-mensen/kandidaten-tk25/sjoukje-van-oosterhout/,https://www.linkedin.com/in/sjoukjevanoosterhout/,https://x.com/annasjoukjevo?lang=en,https://www.instagram.com/sjoukjevanoosterhout/?hl=en,,https://bsky.app/profile/svanoosterhout.bsky.social
GROENLINKS / Partij van de Arbeid (PvdA),11,Julian Bushoff,M,,,,,,
GROENLINKS / Partij van de Arbeid (PvdA),12,Suzanne Kröger,V,https://groenlinkspvda.nl/onze-mensen/tweede-kamer/suzanne-kroger/,https://nl.linkedin.com/in/suzannekroger,https://x.com/suzanne_gl?lang=en,https://www.instagram.com/suzannekroger_gl/?hl=en,https://www.facebook.com/suzannegroenlinks/,https://bsky.app/profile/suzannekroger.bsky.social
GROENLINKS / Partij van de Arbeid (PvdA),13,Mohammed Mohandis,M,,,,,,
GROENLINKS / Partij van de Arbeid (PvdA),14,Mariëtte Patijn,V,https://groenlinkspvda.nl/onze-mensen/tweede-kamer/mariette-patijn/,https://www.linkedin.com/in/mariettepatijn/?originalSubdomain=nl,https://x.com/mpatijn?lang=en,https://www.instagram.com/mariettepatijn/?hl=en,,https://bsky.app/profile/patijn.bsky.social
GROENLINKS / Partij van de Arbeid (PvdA),15,Ani Zalinyan,V,https://groenlinkspvda.nl/onze-mensen/kandidaten-tk25/ani-zalinyan/,https://nl.linkedin.com/in/anizalinyan,,https://www.instagram.com/ani.zalinyan/?hl=en,,
GROENLINKS / Partij van de Arbeid (PvdA),16,Tom van der Lee,M,,,,,,
GROENLINKS / Partij van de Arbeid (PvdA),17,Songül Mutluer,V,https://groenlinkspvda.nl/onze-mensen/tweede-kamer/songul-mutluer/,https://nl.linkedin.com/in/song%C3%BCl-mutluer-221119b,https://x.com/songulmutluer?lang=en,https://www.instagram.com/songulmutluer/?hl=en,,https://bsky.app/profile/jadevdlinden.bsky.social
GROENLINKS / Partij van de Arbeid (PvdA),18,Wimar Bolhuis,M,,,,,,
GROENLINKS / Partij van de Arbeid (PvdA),19,Geert Gabriëls,M,,,,,,
GROENLINKS / Partij van de Arbeid (PvdA),20,Jimme Nordkamp,M,,,,,,
GROENLINKS / Partij van de Arbeid (PvdA),21,Jade van der Linden,V,https://groenlinkspvda.nl/onze-mensen/kandidaten-tk25/jade-van-der-linden/,https://nl.linkedin.com/in/jade-van-der-linden,,https://www.instagram.com/jade.vd.linden/?hl=en,,https://bsky.app/profile/jadevdlinden.bsky.social
GROENLINKS / Partij van de Arbeid (PvdA),22,Floor Roduner,M,,,,,,
