,Lijstnummer,Aanduiding,Positie,Initialen,Roepnaam,Tussenvoegsels,Achternaam,Geslacht,Woonplaats,Stemmen,Verkiezing,Party_WD_id,Qid,Positie_Groningen,Positie_Fryslan,Positie_Drenthe,Positie_Overijssel,Positie_Flevoland,Positie_Nijmegen,Positie_Arnhem,Positie_Utrecht,Positie_Amsterdam,Positie_Haarlem,Positie_Den_Helder,Positie_Den_Haag,Positie_Rotterdam,Positie_Dordrecht,Positie_Leiden,Positie_Zeeland,Positie_Tilburg,Positie_Den_Bosch,Positie_Limburg,Positie_Caribisch_Nederland,Stemmen_Groningen,Stemmen_Fryslan,Stemmen_Drenthe,Stemmen_Overijssel,Stemmen_Flevoland,Stemmen_Nijmegen,Stemmen_Arnhem,Stemmen_Utrecht,Stemmen_Amsterdam,Stemmen_Haarlem,Stemmen_Den_Helder,Stemmen_Den_Haag,Stemmen_Rotterdam,Stemmen_Dordrecht,Stemmen_Leiden,Stemmen_Zeeland,Stemmen_Tilburg,Stemmen_Den_Bosch,Stemmen_Limburg,Stemmen_Caribisch_Nederland,Stemmen_Maastricht,Positie_Maastricht,Stemmen_Venlo,Positie_Venlo,Stemmen_s-Gravenhage,Positie_s-Gravenhage,Stemmen_s-Hertogenbosch,Positie_s-Hertogenbosch,Stemmen_Gelderland,Positie_Gelderland,Stemmen_Noord_Holland,Positie_Noord_Holland,Stemmen_Zuid_Holland,Positie_Zuid_Holland,Stemmen_Noord_Brabant,Positie_Noord_Brabant,Stemmen_Bonaire,Positie_Bonaire,Stemmen_Saba,Positie_Saba,Stemmen_Sint_Eustatius,Positie_Sint_Eustatius,Stemmen_Buitenland,Positie_Buitenland,Stemmen_Den Helder,Positie_Den Helder,Naam,url
1486,20.0,Splinter,,N.,Nienke,,Ipenburg,v,s-Gravenhage,,TK2023,Q104638807,Q123176486,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nienke Ipenburg,https://verkiezingsarchief.nl/kandidaten/21c3l2/Nienke_Ipenburg
1487,20.0,Splinter,,T.J.,Thijs,,Bogers,m,Amsterdam,,TK2023,Q104638807,Q123176487,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thijs Bogers,https://verkiezingsarchief.nl/kandidaten/21c3l3/Thijs_Bogers
1488,20.0,Splinter,,J.,Jeroen,,Vos,m,Hilversum,,TK2023,Q104638807,Q123176488,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeroen Vos,https://verkiezingsarchief.nl/kandidaten/21c3l4/Jeroen_Vos
1489,20.0,Splinter,,D.M.,Marcel,,Jansma,m,Ede,,TK2023,Q104638807,Q123176489,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcel Jansma,https://verkiezingsarchief.nl/kandidaten/21c3l5/Marcel_Jansma
1490,20.0,Splinter,,N.,Niek,,Mu'ayyed Mir-Damádi,m,Ede,,TK2023,Q104638807,Q123176490,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niek Mu'ayyed Mir-Damádi,https://verkiezingsarchief.nl/kandidaten/21c3l6/Niek_Mu'ayyed_Mir-Damádi
1491,20.0,Splinter,,N.E.,Novella,,Rasenberg,v,Rotterdam,,TK2023,Q104638807,Q123176491,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novella Rasenberg,https://verkiezingsarchief.nl/kandidaten/21c3l7/Novella_Rasenberg
1492,20.0,Splinter,,P.G.,Paul,,Janssen,m,Oosterbeek,,TK2023,Q104638807,Q123176492,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Janssen,https://verkiezingsarchief.nl/kandidaten/21c3l8/Paul_Janssen
1493,20.0,Splinter,,Y.,Yasmine,van der,Weide,v,Bodegraven,,TK2023,Q104638807,Q123176494,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yasmine van der Weide,https://verkiezingsarchief.nl/kandidaten/21c3la/Yasmine_van_der_Weide
1494,20.0,Splinter,,E.,Eduard,,Wehnes,m,Waadhoeke,,TK2023,Q104638807,Q123176495,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduard Wehnes,https://verkiezingsarchief.nl/kandidaten/21c3lb/Eduard_Wehnes
1495,20.0,Splinter,,R.E.,Ralph,de,Backer,m,Eemnes,,TK2023,Q104638807,Q123176496,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralph de Backer,https://verkiezingsarchief.nl/kandidaten/21c3lc/Ralph_de_Backer
1496,20.0,Splinter,,A.D.J.,Anne,,Hoedeman,v,Castricum,,TK2023,Q104638807,Q123176497,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne Hoedeman,https://verkiezingsarchief.nl/kandidaten/21c3ld/Anne_Hoedeman
1497,20.0,Splinter,,B.P.,Bryan,,Rechards,m,Amsterdam,,TK2023,Q104638807,Q123176498,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bryan Rechards,https://verkiezingsarchief.nl/kandidaten/21c3le/Bryan_Rechards
1498,20.0,Splinter,,J.A.W.P.,Jeroen,,Weyers,m,Valkenswaard,,TK2023,Q104638807,Q123176499,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeroen Weyers,https://verkiezingsarchief.nl/kandidaten/21c3lf/Jeroen_Weyers
1499,20.0,Splinter,,G.A.J.,Gilia,van,Dam,v,Oosterwolde,,TK2023,Q104638807,Q123176500,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gilia van Dam,https://verkiezingsarchief.nl/kandidaten/21c3lg/Gilia_van_Dam
